firstname,secondname,city
Dana,Epstein,Kiel
Marc,Ono,Kiel
Dana,Starr,London
Marc,Epstein,Hamburg
Steven,McCartney,Kiel
Dana,McCartney,PaloAlto
Johanna,Starr,Haifa
Marc,Harrison,Kiel
Dana,Harrison,PaloAlto
Michael,McCartney,Kiel
Steven,Sutcliffe,Hamburg
Dana,Lennon,NewYork
Dana,Preston,TelAviv
Johanna,Preston,NewYork
John,Starr,London
Michael,Ono,TelAviv
Dana,Epstein,NewYork
Michael,Ono,Hamburg
Scott,Harrison,Kiel
John,Epstein,TelAviv
John,McCartney,NewYork
Scott,Starr,London
John,Ono,Haifa
Michael,Epstein,London
John,McCartney,Munchen
Johanna,McCartney,Kiel
Marc,Preston,Haifa
John,Lennon,Munchen
Marc,Preston,NewYork
Steven,Sutcliffe,London
Steven,Sutcliffe,London
Michael,Starr,Haifa
John,Harrison,Haifa
Marc,Preston,NewYork
Scott,Epstein,Kiel
Albert,Starr,Munchen
Dana,Epstein,Munchen
Steven,Sutcliffe,Munchen
Johanna,Lennon,Haifa
Steven,Ono,PaloAlto
John,Harrison,NewYork
Michael,McCartney,PaloAlto
Michael,Harrison,London
Steven,Sutcliffe,London
Johanna,Sutcliffe,TelAviv
John,Starr,PaloAlto
Marc,Ono,PaloAlto
Dana,McCartney,PaloAlto
Michael,Epstein,TelAviv
Johanna,Preston,PaloAlto
John,Starr,Haifa
Steven,Epstein,Kiel
Dana,Sutcliffe,TelAviv
Dana,Starr,NewYork
Marc,Ono,NewYork
Steven,Sutcliffe,London
Dana,Preston,London
Dana,Harrison,NewYork
Marc,Epstein,Kiel
Dana,Harrison,NewYork
Marc,Ono,TelAviv
Albert,Lennon,Hamburg
Dana,Epstein,NewYork
Johanna,Sutcliffe,Hamburg
John,Epstein,TelAviv
Johanna,Ono,London
Steven,Preston,Hamburg
Albert,Lennon,Hamburg
Dana,Preston,PaloAlto
Michael,Sutcliffe,Munchen
Dana,Sutcliffe,NewYork
John,Preston,Hamburg
Steven,Epstein,NewYork
Dana,McCartney,NewYork
Dana,McCartney,PaloAlto
Scott,Epstein,TelAviv
Albert,Starr,Munchen
Marc,Lennon,Kiel
Michael,McCartney,NewYork
Michael,Starr,NewYork
