firstname,secondname,city
Albert,Preston,Haifa
Marc,Sutcliffe,Hamburg
Marc,McCartney,Kiel
Steven,Harrison,Kiel
Albert,McCartney,PaloAlto
Steven,Sutcliffe,Kiel
John,Lennon,Kiel
Scott,Ono,NewYork
Johanna,Ono,Kiel
Michael,Sutcliffe,Kiel
Scott,Sutcliffe,Munchen
Steven,Preston,London
Albert,Sutcliffe,Kiel
Marc,Preston,Kiel
Marc,McCartney,PaloAlto
Scott,Ono,PaloAlto
Albert,Sutcliffe,PaloAlto
Marc,Lennon,NewYork
John,Harrison,Haifa
John,Harrison,TelAviv
Steven,Sutcliffe,Kiel
Steven,Preston,London
Scott,Harrison,NewYork
Albert,McCartney,Munchen
Johanna,Ono,PaloAlto
John,Starr,Hamburg
Albert,Preston,Munchen
Dana,Starr,PaloAlto
John,McCartney,Hamburg
Albert,McCartney,Haifa
John,Preston,Munchen
Albert,Epstein,PaloAlto
Marc,Starr,TelAviv
Scott,Starr,Munchen
Scott,Harrison,NewYork
Steven,Harrison,London
Michael,Preston,TelAviv
Dana,Epstein,Kiel
Albert,Harrison,NewYork
Scott,Harrison,TelAviv
Michael,Ono,TelAviv
Johanna,Sutcliffe,Munchen
Scott,Starr,Munchen
Steven,Harrison,NewYork
Marc,Starr,PaloAlto
Marc,Lennon,London
Johanna,Starr,Kiel
Marc,Harrison,TelAviv
Scott,Sutcliffe,Haifa
Johanna,Epstein,Haifa
Scott,Lennon,Kiel
Steven,McCartney,London
John,Preston,NewYork
Albert,Lennon,London
Albert,Lennon,PaloAlto
John,Sutcliffe,NewYork
Steven,Starr,Haifa
Johanna,Starr,Munchen
John,Starr,Munchen
Scott,Ono,TelAviv
Dana,Preston,Munchen
Albert,McCartney,TelAviv
Steven,Sutcliffe,Haifa
John,Ono,TelAviv
Dana,Sutcliffe,Hamburg
Michael,Ono,Kiel
Marc,Harrison,PaloAlto
Marc,McCartney,Kiel
Michael,Sutcliffe,NewYork
Michael,Starr,London
Johanna,Epstein,PaloAlto
Johanna,Ono,NewYork
Steven,Harrison,Hamburg
Dana,Lennon,Haifa
Albert,Starr,PaloAlto
