firstname,secondname,city
John,Preston,NewYork
Steven,Epstein,NewYork
Johanna,Ono,PaloAlto
Marc,Lennon,TelAviv
John,Ono,TelAviv
John,Ono,Kiel
Albert,Ono,PaloAlto
Johanna,Preston,Munchen
Steven,McCartney,Kiel
Scott,Preston,TelAviv
Dana,Sutcliffe,Munchen
Albert,Preston,PaloAlto
Marc,Harrison,Kiel
Marc,Epstein,TelAviv
Michael,Lennon,London
Dana,Lennon,Haifa
Steven,Ono,Haifa
Johanna,Sutcliffe,NewYork
Steven,Preston,TelAviv
John,Sutcliffe,TelAviv
Steven,Lennon,NewYork
Marc,Harrison,Kiel
Michael,Starr,Munchen
Marc,McCartney,PaloAlto
Scott,Starr,Haifa
Steven,Lennon,PaloAlto
Johanna,Lennon,NewYork
Dana,Lennon,Munchen
Johanna,Preston,Kiel
Michael,Epstein,Kiel
Michael,Epstein,TelAviv
Dana,Epstein,NewYork
Johanna,Starr,NewYork
Scott,Ono,Munchen
John,Sutcliffe,Kiel
John,Preston,Hamburg
Michael,Epstein,TelAviv
Johanna,Preston,NewYork
Michael,Ono,Haifa
Dana,Starr,NewYork
Dana,Lennon,Hamburg
John,Ono,Haifa
Dana,Ono,London
Dana,Harrison,PaloAlto
Steven,Ono,London
Johanna,Lennon,Munchen
Marc,McCartney,TelAviv
Johanna,Lennon,Kiel
Albert,Harrison,London
Michael,Ono,Hamburg
Michael,Lennon,Hamburg
Dana,Harrison,Kiel
Marc,Ono,London
Johanna,Starr,Hamburg
Albert,Lennon,PaloAlto
Steven,Epstein,London
John,Harrison,London
Steven,Ono,Munchen
Marc,Starr,NewYork
Albert,Preston,Haifa
Johanna,Preston,Munchen
Marc,Epstein,PaloAlto
Scott,Ono,Hamburg
Dana,Harrison,Kiel
Albert,Epstein,TelAviv
John,Sutcliffe,Haifa
Johanna,Epstein,London
Dana,Harrison,London
John,Harrison,Haifa
Johanna,Lennon,TelAviv
Albert,Ono,Haifa
Scott,Sutcliffe,TelAviv
Johanna,Sutcliffe,TelAviv
Albert,Epstein,Hamburg
Scott,Ono,Hamburg
Scott,Sutcliffe,Munchen
Scott,Harrison,Kiel
Johanna,McCartney,Haifa
Steven,Preston,PaloAlto
Marc,Preston,Hamburg
