firstname,secondname,city
Michael,Ono,TelAviv
Steven,Preston,NewYork
Albert,Lennon,London
John,McCartney,Munchen
Albert,Sutcliffe,Haifa
Scott,Starr,NewYork
Johanna,Ono,Munchen
Johanna,Harrison,PaloAlto
Michael,McCartney,Haifa
Johanna,Starr,Kiel
Michael,Sutcliffe,Kiel
Michael,McCartney,Hamburg
Scott,Epstein,Kiel
Steven,Lennon,NewYork
Steven,Lennon,PaloAlto
Dana,Preston,TelAviv
Scott,Ono,PaloAlto
Dana,McCartney,Kiel
Johanna,Epstein,London
Dana,Sutcliffe,Hamburg
John,Sutcliffe,PaloAlto
Johanna,Starr,NewYork
Steven,Harrison,TelAviv
Michael,Harrison,TelAviv
John,Epstein,Munchen
Albert,Lennon,Munchen
Michael,Lennon,London
Michael,Sutcliffe,Kiel
Albert,Lennon,Munchen
Michael,Harrison,Munchen
John,Epstein,Kiel
Steven,Lennon,TelAviv
Marc,Starr,Hamburg
Steven,Harrison,TelAviv
Albert,Preston,Hamburg
Marc,Preston,NewYork
Michael,Lennon,NewYork
John,Sutcliffe,PaloAlto
Johanna,Epstein,Kiel
Albert,Starr,Hamburg
Michael,Lennon,Haifa
Steven,Harrison,PaloAlto
Marc,McCartney,Munchen
John,Sutcliffe,TelAviv
Albert,Harrison,PaloAlto
Dana,Starr,Munchen
Steven,Ono,Hamburg
Michael,Harrison,Kiel
Dana,Lennon,Kiel
Dana,Ono,TelAviv
Steven,Lennon,PaloAlto
Michael,Sutcliffe,Kiel
Steven,Harrison,Haifa
Marc,Harrison,London
Michael,Harrison,Munchen
Scott,Epstein,Haifa
Dana,Harrison,London
Albert,McCartney,Hamburg
Marc,Preston,Hamburg
Marc,Epstein,London
Michael,Epstein,Munchen
Steven,Starr,Kiel
Marc,Lennon,Hamburg
Scott,Preston,NewYork
Marc,McCartney,London
Albert,Starr,NewYork
Albert,McCartney,TelAviv
John,Lennon,NewYork
Johanna,Ono,NewYork
Dana,Starr,Hamburg
Marc,Sutcliffe,Kiel
Marc,Ono,PaloAlto
John,Epstein,PaloAlto
Dana,Sutcliffe,Hamburg
Steven,Epstein,Haifa
