firstname,secondname,city
Steven,Epstein,Hamburg
Dana,Epstein,Munchen
Scott,Ono,NewYork
Scott,Epstein,PaloAlto
Scott,Epstein,Munchen
Albert,Ono,PaloAlto
Albert,Starr,London
Scott,Epstein,Kiel
John,Preston,London
Johanna,Preston,Kiel
John,Ono,TelAviv
Michael,McCartney,NewYork
Scott,McCartney,PaloAlto
Steven,Epstein,TelAviv
Dana,Sutcliffe,TelAviv
Marc,Sutcliffe,PaloAlto
Albert,McCartney,Munchen
Dana,Preston,Haifa
John,Sutcliffe,London
Steven,McCartney,TelAviv
Dana,Sutcliffe,Hamburg
Marc,Lennon,NewYork
Steven,Ono,London
Scott,Preston,NewYork
Albert,Lennon,London
Michael,Ono,NewYork
Dana,Preston,TelAviv
Marc,Preston,Kiel
Dana,Harrison,London
John,Starr,London
Steven,Starr,PaloAlto
Marc,Preston,Kiel
Johanna,Harrison,Haifa
Steven,Sutcliffe,Munchen
Marc,Ono,Munchen
Dana,Epstein,Kiel
Johanna,Lennon,Munchen
Dana,Epstein,Haifa
Steven,Preston,TelAviv
Michael,Lennon,Haifa
Michael,McCartney,Munchen
Steven,Ono,PaloAlto
Michael,Ono,PaloAlto
John,Ono,Haifa
Albert,Harrison,Kiel
Steven,Sutcliffe,TelAviv
John,Starr,Munchen
John,Starr,Hamburg
Marc,Starr,Kiel
Scott,McCartney,London
Johanna,Ono,PaloAlto
Michael,Lennon,TelAviv
Scott,Harrison,PaloAlto
Steven,McCartney,NewYork
Scott,Lennon,PaloAlto
Dana,Preston,London
Dana,Preston,Hamburg
Johanna,Sutcliffe,PaloAlto
Dana,Epstein,London
Steven,Sutcliffe,PaloAlto
Johanna,Starr,Haifa
Albert,Ono,Munchen
Dana,Starr,TelAviv
Dana,Epstein,TelAviv
Johanna,Ono,PaloAlto
Michael,Lennon,Haifa
Michael,Preston,PaloAlto
Marc,Harrison,TelAviv
Albert,Epstein,London
John,Ono,NewYork
Michael,Harrison,PaloAlto
Steven,Epstein,Munchen
John,Epstein,Haifa
Scott,Harrison,PaloAlto
Marc,Sutcliffe,NewYork
Steven,McCartney,NewYork
Michael,Sutcliffe,Munchen
John,Preston,Hamburg
Albert,Epstein,Hamburg
John,Sutcliffe,Haifa
