firstname,secondname,city
Scott,Preston,Munchen
Michael,Harrison,London
Marc,Harrison,Munchen
Dana,Starr,PaloAlto
Albert,Sutcliffe,TelAviv
Albert,Preston,PaloAlto
Scott,Lennon,Kiel
Albert,Ono,Haifa
Steven,Sutcliffe,Munchen
Steven,Harrison,London
Albert,McCartney,PaloAlto
Marc,McCartney,Haifa
Scott,Sutcliffe,Munchen
Albert,Harrison,Munchen
Marc,Starr,PaloAlto
Marc,Starr,Munchen
Steven,Epstein,PaloAlto
Michael,McCartney,NewYork
Marc,McCartney,Kiel
Steven,Starr,PaloAlto
John,McCartney,TelAviv
John,Preston,PaloAlto
Steven,Starr,Kiel
Albert,Preston,PaloAlto
Steven,Sutcliffe,Kiel
Michael,Starr,Munchen
John,Ono,Kiel
Scott,Starr,Haifa
Dana,McCartney,PaloAlto
Dana,McCartney,PaloAlto
Michael,McCartney,Kiel
John,Lennon,NewYork
Albert,Starr,NewYork
Michael,Starr,TelAviv
Steven,McCartney,Hamburg
Albert,Starr,NewYork
Steven,Epstein,Munchen
Steven,Epstein,NewYork
Marc,Lennon,NewYork
Michael,Sutcliffe,PaloAlto
Steven,Harrison,PaloAlto
Johanna,Epstein,London
Scott,Ono,NewYork
Michael,Lennon,London
John,Sutcliffe,London
Michael,Harrison,Kiel
Dana,McCartney,Hamburg
Steven,Sutcliffe,Haifa
Johanna,Epstein,Haifa
Johanna,Starr,London
Johanna,Epstein,Munchen
Michael,Sutcliffe,Munchen
Steven,Harrison,TelAviv
Marc,Sutcliffe,Haifa
Scott,Epstein,Haifa
John,Epstein,Munchen
Johanna,Preston,NewYork
Michael,Preston,Hamburg
Johanna,Ono,London
Scott,Starr,Kiel
Scott,Harrison,NewYork
Dana,Harrison,Hamburg
Michael,Epstein,Haifa
Marc,Starr,London
John,Epstein,NewYork
Marc,Epstein,PaloAlto
Dana,Epstein,PaloAlto
Steven,Preston,NewYork
Dana,Starr,NewYork
Albert,Preston,NewYork
Marc,Lennon,TelAviv
Steven,Lennon,Munchen
Dana,Ono,Kiel
Johanna,Sutcliffe,PaloAlto
John,Ono,PaloAlto
