firstname,secondname,city
John,Ono,PaloAlto
Albert,Harrison,NewYork
Steven,Ono,London
Scott,Ono,Kiel
Steven,Harrison,TelAviv
John,Lennon,PaloAlto
Michael,Preston,London
Albert,Ono,PaloAlto
Steven,Harrison,Munchen
Dana,Preston,Hamburg
John,Sutcliffe,Hamburg
Marc,Preston,Hamburg
Dana,Lennon,PaloAlto
Dana,Lennon,Haifa
Steven,Epstein,NewYork
Dana,Preston,TelAviv
Dana,Ono,Munchen
Johanna,Harrison,London
Albert,Harrison,NewYork
Steven,Preston,Haifa
Steven,Ono,NewYork
Marc,Epstein,NewYork
Dana,Ono,Kiel
Marc,Starr,PaloAlto
Dana,Sutcliffe,Kiel
Steven,Harrison,London
Marc,Ono,Kiel
Michael,Sutcliffe,Kiel
Johanna,McCartney,Haifa
Steven,Epstein,Haifa
Marc,Sutcliffe,London
Albert,Ono,London
Johanna,Preston,NewYork
Albert,Starr,Kiel
Albert,Preston,TelAviv
Scott,Sutcliffe,Hamburg
Johanna,Preston,London
Scott,Ono,London
Marc,Ono,Hamburg
John,Sutcliffe,Kiel
John,Starr,TelAviv
John,Harrison,Kiel
Michael,Preston,London
Dana,Ono,Munchen
Albert,Preston,Kiel
Johanna,Epstein,TelAviv
Steven,Preston,Haifa
Steven,Sutcliffe,London
Albert,Sutcliffe,NewYork
Dana,Starr,London
Albert,Starr,Kiel
Steven,Lennon,TelAviv
Steven,Lennon,Haifa
John,Ono,TelAviv
Steven,Sutcliffe,NewYork
Albert,Starr,NewYork
Albert,Ono,Munchen
Scott,Epstein,Haifa
Steven,Sutcliffe,Munchen
Johanna,Starr,PaloAlto
John,Sutcliffe,Hamburg
Marc,Ono,Haifa
Michael,Starr,NewYork
Scott,McCartney,Hamburg
Dana,Harrison,Munchen
Dana,Starr,London
Dana,Sutcliffe,Kiel
Michael,Starr,Munchen
John,Sutcliffe,NewYork
Michael,McCartney,Munchen
John,McCartney,Hamburg
Steven,Starr,London
Steven,McCartney,Munchen
Johanna,Epstein,NewYork
Albert,Harrison,London
Steven,Harrison,PaloAlto
Johanna,Lennon,TelAviv
Marc,Sutcliffe,NewYork
Marc,Harrison,NewYork
Scott,Starr,London
