firstname,secondname,city
Marc,Lennon,Munchen
John,McCartney,Kiel
Marc,Starr,TelAviv
John,McCartney,NewYork
Dana,Epstein,Hamburg
Albert,Epstein,TelAviv
Marc,Starr,PaloAlto
Michael,Starr,Hamburg
Michael,Ono,Haifa
Marc,Preston,Kiel
Johanna,Preston,Haifa
Dana,Ono,Munchen
Albert,McCartney,NewYork
Marc,Lennon,Haifa
Johanna,Starr,PaloAlto
Albert,Sutcliffe,TelAviv
Michael,Ono,Munchen
Marc,Sutcliffe,Kiel
Steven,Ono,Munchen
Albert,Epstein,Kiel
John,Epstein,Munchen
Albert,Lennon,PaloAlto
John,Epstein,Haifa
John,Sutcliffe,NewYork
Michael,Lennon,TelAviv
Dana,Epstein,TelAviv
Johanna,Starr,PaloAlto
Steven,Starr,NewYork
Steven,Starr,Munchen
John,Preston,London
Albert,Starr,Hamburg
Scott,McCartney,Haifa
Michael,Preston,Kiel
Michael,Epstein,Munchen
Johanna,Sutcliffe,PaloAlto
Scott,McCartney,NewYork
Marc,Lennon,NewYork
Johanna,Ono,Haifa
Steven,Starr,Hamburg
Dana,Sutcliffe,TelAviv
Michael,Starr,Munchen
Dana,Lennon,TelAviv
Johanna,Lennon,NewYork
John,Harrison,PaloAlto
Michael,Sutcliffe,Munchen
Albert,Lennon,Hamburg
John,Sutcliffe,Haifa
Marc,Ono,Hamburg
Johanna,Harrison,NewYork
Dana,Epstein,Kiel
Johanna,McCartney,Kiel
Scott,Preston,Haifa
Dana,Lennon,Kiel
Steven,Sutcliffe,Hamburg
Dana,Harrison,TelAviv
Johanna,Preston,Haifa
Scott,Starr,TelAviv
Marc,McCartney,NewYork
Marc,Preston,Kiel
Michael,Harrison,PaloAlto
Michael,Lennon,PaloAlto
Johanna,Starr,Haifa
Steven,Starr,PaloAlto
Scott,Sutcliffe,Munchen
Johanna,Ono,Hamburg
Michael,Starr,Munchen
John,McCartney,Kiel
Johanna,Ono,NewYork
Scott,Harrison,Munchen
Albert,Starr,TelAviv
Dana,Harrison,Kiel
Johanna,McCartney,Hamburg
Dana,Lennon,Haifa
Scott,Harrison,London
Johanna,Sutcliffe,Munchen
Steven,McCartney,Hamburg
Johanna,Lennon,TelAviv
Johanna,Preston,Munchen
Scott,McCartney,PaloAlto
Albert,Harrison,Hamburg
