firstname,secondname,city
Michael,McCartney,London
Michael,Epstein,London
Albert,Harrison,London
Albert,Sutcliffe,Hamburg
Dana,McCartney,PaloAlto
Scott,Harrison,TelAviv
Michael,Preston,PaloAlto
Steven,Lennon,Munchen
Scott,Lennon,Munchen
John,Preston,Hamburg
Albert,Preston,Hamburg
Michael,McCartney,TelAviv
Johanna,Harrison,Hamburg
Marc,Lennon,Munchen
Steven,Epstein,Hamburg
Steven,Harrison,Hamburg
Scott,McCartney,NewYork
Michael,Harrison,NewYork
Johanna,Ono,PaloAlto
John,Lennon,TelAviv
Albert,Ono,Haifa
Dana,McCartney,Kiel
John,Lennon,Haifa
John,Epstein,Kiel
Michael,Preston,PaloAlto
Dana,Sutcliffe,London
Dana,Starr,Munchen
Dana,Starr,PaloAlto
Steven,Epstein,TelAviv
Johanna,Preston,TelAviv
John,Lennon,PaloAlto
Michael,McCartney,NewYork
Steven,Lennon,NewYork
Albert,Sutcliffe,Munchen
Scott,Harrison,Hamburg
Steven,Starr,Munchen
Michael,Starr,Haifa
Steven,Lennon,Kiel
Steven,Lennon,London
Steven,Ono,PaloAlto
Johanna,Ono,Hamburg
Steven,Starr,Hamburg
Johanna,Sutcliffe,PaloAlto
Dana,Harrison,Kiel
Michael,Preston,PaloAlto
Albert,Epstein,Haifa
Scott,Preston,PaloAlto
Johanna,Ono,PaloAlto
John,McCartney,Kiel
Albert,Lennon,PaloAlto
Scott,Epstein,TelAviv
Marc,Ono,PaloAlto
Scott,Epstein,PaloAlto
Dana,Starr,Munchen
John,Lennon,PaloAlto
John,Epstein,Kiel
Dana,Ono,Haifa
Scott,Harrison,London
Johanna,Lennon,PaloAlto
Albert,Lennon,Haifa
Scott,Ono,Haifa
Michael,Sutcliffe,Kiel
John,Starr,TelAviv
John,Ono,TelAviv
Michael,Sutcliffe,Munchen
Scott,Lennon,London
Johanna,McCartney,London
Scott,Harrison,PaloAlto
Johanna,Lennon,NewYork
Johanna,Lennon,London
Marc,Lennon,Kiel
Albert,Preston,Haifa
Johanna,McCartney,NewYork
Michael,Preston,Hamburg
Johanna,Ono,Haifa
