firstname,secondname,city
John,Harrison,NewYork
Steven,Epstein,PaloAlto
Steven,Starr,Haifa
Dana,Sutcliffe,Haifa
Scott,Lennon,Haifa
Johanna,Ono,London
John,Harrison,Kiel
Albert,Starr,London
Dana,Lennon,Munchen
John,Preston,TelAviv
Scott,Lennon,TelAviv
Dana,Harrison,PaloAlto
John,Lennon,Munchen
Marc,Preston,TelAviv
John,Starr,NewYork
Marc,Ono,Munchen
Scott,Preston,London
Michael,Sutcliffe,PaloAlto
Johanna,Starr,Kiel
Scott,Preston,Kiel
Dana,Sutcliffe,London
Johanna,Preston,TelAviv
Scott,McCartney,Haifa
John,Preston,Haifa
Steven,Epstein,Kiel
John,Epstein,Hamburg
John,Lennon,PaloAlto
Scott,Starr,Kiel
Dana,Epstein,London
Marc,Sutcliffe,Hamburg
Marc,Epstein,NewYork
Dana,Epstein,NewYork
John,McCartney,PaloAlto
Steven,Starr,TelAviv
Michael,Preston,Hamburg
Marc,McCartney,Hamburg
Dana,Lennon,Hamburg
John,McCartney,Haifa
John,Sutcliffe,PaloAlto
Albert,Lennon,Haifa
Dana,Epstein,PaloAlto
Johanna,Sutcliffe,NewYork
Steven,Harrison,Hamburg
John,Ono,Haifa
Marc,McCartney,London
John,Harrison,Kiel
John,Sutcliffe,Kiel
Johanna,Lennon,Munchen
Michael,Starr,PaloAlto
Marc,Ono,Hamburg
Albert,Epstein,Haifa
Scott,Harrison,Kiel
Dana,Ono,London
Marc,Harrison,TelAviv
Michael,Ono,Haifa
Steven,Epstein,PaloAlto
Marc,Starr,Hamburg
Albert,Preston,TelAviv
Dana,Starr,Hamburg
Dana,Epstein,Hamburg
Michael,Epstein,Kiel
Albert,Ono,Haifa
John,Epstein,TelAviv
Scott,Preston,Haifa
Dana,Lennon,London
Johanna,Sutcliffe,TelAviv
Dana,Sutcliffe,Haifa
Albert,Preston,Hamburg
Dana,Epstein,London
John,Epstein,NewYork
Michael,Epstein,London
Michael,McCartney,London
Marc,Sutcliffe,Haifa
John,Ono,Haifa
Marc,Harrison,NewYork
Scott,Ono,PaloAlto
Dana,Harrison,Haifa
Albert,Starr,NewYork
Albert,Preston,Kiel
John,Sutcliffe,London
