firstname,secondname,city
Scott,Harrison,NewYork
Michael,McCartney,PaloAlto
Michael,Lennon,NewYork
Albert,Sutcliffe,Hamburg
Dana,McCartney,NewYork
Albert,Starr,London
Johanna,Sutcliffe,NewYork
Johanna,Harrison,TelAviv
Scott,Sutcliffe,Munchen
Scott,McCartney,PaloAlto
Scott,Harrison,Kiel
John,Epstein,Munchen
Scott,Epstein,Munchen
Johanna,Epstein,PaloAlto
Albert,Sutcliffe,London
Michael,Lennon,Kiel
John,Harrison,TelAviv
Steven,Sutcliffe,Munchen
Johanna,Preston,London
Johanna,Starr,Hamburg
Scott,Preston,London
Scott,Ono,Kiel
Steven,Preston,NewYork
Albert,Lennon,Haifa
Michael,Lennon,Haifa
Johanna,McCartney,TelAviv
Michael,Sutcliffe,Munchen
Albert,Lennon,Haifa
Michael,Starr,Haifa
John,Harrison,Hamburg
Scott,Epstein,Hamburg
Scott,Sutcliffe,PaloAlto
Scott,Epstein,NewYork
Marc,McCartney,Munchen
Dana,Lennon,Munchen
Dana,Epstein,London
Marc,Harrison,Kiel
John,Sutcliffe,Munchen
Albert,Epstein,Haifa
Scott,Sutcliffe,Hamburg
Steven,Sutcliffe,NewYork
Albert,Sutcliffe,Munchen
John,Starr,Munchen
Scott,Lennon,NewYork
Albert,Lennon,Hamburg
Johanna,Harrison,Hamburg
Dana,Sutcliffe,London
Marc,Preston,PaloAlto
Marc,Sutcliffe,PaloAlto
Dana,Harrison,London
Dana,McCartney,TelAviv
Marc,McCartney,Haifa
Scott,Harrison,TelAviv
Johanna,Preston,PaloAlto
Albert,Lennon,Haifa
Scott,Starr,Hamburg
Dana,Epstein,NewYork
Dana,McCartney,NewYork
Michael,McCartney,NewYork
John,Sutcliffe,PaloAlto
Marc,Preston,Munchen
John,Ono,TelAviv
Michael,Ono,Hamburg
Dana,Harrison,Kiel
John,Starr,London
Marc,Sutcliffe,Hamburg
Johanna,Starr,PaloAlto
Dana,Sutcliffe,Munchen
Dana,Lennon,London
John,Preston,Hamburg
Michael,Lennon,London
Steven,Epstein,Kiel
Scott,Ono,Hamburg
Steven,Lennon,TelAviv
John,Preston,Haifa
