firstname,secondname,city
Albert,Harrison,Hamburg
Johanna,Ono,PaloAlto
Marc,Sutcliffe,TelAviv
Michael,Lennon,Haifa
John,Sutcliffe,PaloAlto
Dana,McCartney,TelAviv
Michael,Ono,London
Michael,Ono,TelAviv
Marc,Harrison,TelAviv
Steven,Harrison,TelAviv
Michael,Preston,Munchen
Albert,Harrison,Hamburg
Dana,Preston,Haifa
Michael,McCartney,Munchen
Johanna,Harrison,Hamburg
Johanna,Lennon,PaloAlto
Marc,Sutcliffe,NewYork
Johanna,Starr,London
Marc,Sutcliffe,Munchen
Dana,Preston,London
Scott,Harrison,TelAviv
Michael,McCartney,Haifa
Dana,Preston,NewYork
Scott,Epstein,PaloAlto
Scott,Harrison,NewYork
Albert,Starr,Haifa
Michael,Starr,PaloAlto
Marc,Ono,TelAviv
Albert,Preston,NewYork
Johanna,McCartney,PaloAlto
Albert,Sutcliffe,Kiel
John,Preston,NewYork
Michael,Epstein,Munchen
John,Epstein,Hamburg
Marc,Lennon,Kiel
Dana,Ono,Munchen
Albert,Lennon,Munchen
Steven,Lennon,Munchen
Johanna,Ono,PaloAlto
Marc,Harrison,PaloAlto
Dana,Starr,Haifa
Steven,Harrison,Kiel
Dana,Starr,NewYork
Dana,Harrison,Munchen
Scott,Starr,Munchen
Michael,Sutcliffe,Kiel
Marc,McCartney,London
Michael,Epstein,London
John,Preston,TelAviv
Johanna,Lennon,PaloAlto
John,Epstein,Kiel
Dana,Starr,Hamburg
Albert,Epstein,NewYork
Scott,McCartney,PaloAlto
Scott,Ono,Kiel
Michael,Ono,PaloAlto
Scott,Harrison,Kiel
Dana,Sutcliffe,Kiel
Steven,Harrison,Hamburg
Steven,McCartney,Hamburg
Johanna,Lennon,Kiel
Scott,Sutcliffe,Hamburg
Michael,Lennon,Haifa
John,McCartney,Hamburg
Scott,Starr,Munchen
Marc,Ono,Haifa
Michael,Harrison,Kiel
Scott,Harrison,PaloAlto
Scott,Epstein,PaloAlto
Johanna,Starr,NewYork
Albert,Ono,PaloAlto
Dana,Epstein,Hamburg
Michael,Starr,London
Johanna,Epstein,NewYork
Marc,Harrison,Kiel
