firstname,secondname,city
Dana,Ono,Haifa
Albert,Epstein,TelAviv
Steven,Lennon,Hamburg
Dana,Harrison,Haifa
Albert,Starr,NewYork
Johanna,McCartney,NewYork
Albert,Ono,Haifa
Johanna,Starr,London
John,Ono,London
Albert,McCartney,London
Dana,Lennon,NewYork
John,McCartney,Kiel
Dana,Harrison,NewYork
John,Lennon,PaloAlto
John,Epstein,TelAviv
Albert,Starr,London
Johanna,Sutcliffe,TelAviv
John,Harrison,London
Steven,Epstein,Munchen
Albert,Sutcliffe,Munchen
Steven,Preston,NewYork
Michael,Lennon,Haifa
Marc,Starr,Haifa
Albert,Sutcliffe,PaloAlto
John,Ono,Munchen
Albert,Harrison,Kiel
Marc,Lennon,PaloAlto
Albert,Starr,Kiel
Johanna,Harrison,TelAviv
Albert,Epstein,London
John,Epstein,London
Dana,Harrison,Haifa
Steven,Sutcliffe,Munchen
Albert,Starr,TelAviv
Albert,McCartney,Haifa
Scott,Ono,PaloAlto
John,Harrison,Haifa
Michael,Starr,NewYork
Scott,Lennon,Haifa
Johanna,Sutcliffe,Munchen
Michael,McCartney,TelAviv
Scott,McCartney,Munchen
Johanna,Ono,Hamburg
Michael,Lennon,Munchen
Albert,Preston,TelAviv
Marc,Lennon,NewYork
Johanna,Ono,Munchen
Albert,Ono,Kiel
Dana,Starr,London
Dana,Lennon,Haifa
Steven,Preston,Haifa
Johanna,McCartney,Kiel
John,Epstein,Munchen
Scott,Harrison,Munchen
Steven,Starr,Kiel
Scott,Harrison,Munchen
Dana,Ono,TelAviv
Scott,Preston,TelAviv
Michael,Harrison,Haifa
Johanna,Sutcliffe,Hamburg
Dana,Preston,NewYork
Steven,McCartney,Kiel
Dana,Lennon,London
Albert,Lennon,PaloAlto
Johanna,Harrison,TelAviv
Marc,Starr,Haifa
Dana,Preston,Kiel
Dana,Sutcliffe,PaloAlto
John,Sutcliffe,Haifa
John,McCartney,PaloAlto
Michael,Starr,PaloAlto
John,Sutcliffe,NewYork
Michael,Sutcliffe,Munchen
Steven,Lennon,Haifa
Scott,Harrison,TelAviv
Albert,Starr,TelAviv
John,Starr,TelAviv
Steven,Preston,Kiel
John,Ono,London
Albert,Lennon,NewYork
