firstname,secondname,city
Dana,Harrison,Hamburg
Johanna,Starr,Munchen
Michael,Preston,Munchen
Dana,Starr,Kiel
Marc,Ono,Hamburg
Michael,Sutcliffe,London
Johanna,Ono,TelAviv
John,McCartney,NewYork
Dana,Ono,Munchen
Michael,Ono,NewYork
Marc,Sutcliffe,TelAviv
Michael,Harrison,NewYork
Johanna,Sutcliffe,TelAviv
Dana,Lennon,Hamburg
Steven,McCartney,TelAviv
Steven,Ono,PaloAlto
Scott,Epstein,Haifa
Steven,Epstein,London
Dana,Harrison,Haifa
Dana,McCartney,Hamburg
Steven,Ono,TelAviv
Scott,Ono,Haifa
Marc,Starr,NewYork
John,Ono,London
Steven,Epstein,Munchen
John,Sutcliffe,Kiel
Dana,Preston,Kiel
Scott,Epstein,TelAviv
Michael,McCartney,Hamburg
Albert,Lennon,London
John,Lennon,TelAviv
Albert,Epstein,PaloAlto
Michael,McCartney,Munchen
Albert,Epstein,London
Johanna,Lennon,NewYork
Albert,Ono,Hamburg
Dana,McCartney,PaloAlto
John,McCartney,PaloAlto
Michael,McCartney,TelAviv
Steven,Lennon,Haifa
Michael,Preston,TelAviv
Michael,Lennon,Munchen
Steven,Sutcliffe,Kiel
Michael,Lennon,NewYork
Steven,Preston,Munchen
Scott,Ono,London
Scott,Preston,Hamburg
Dana,Lennon,PaloAlto
Johanna,Ono,Hamburg
Michael,Preston,PaloAlto
Steven,Sutcliffe,NewYork
Dana,Starr,NewYork
Scott,Preston,TelAviv
Marc,Starr,PaloAlto
Dana,McCartney,Haifa
John,McCartney,Kiel
John,McCartney,PaloAlto
Scott,McCartney,Hamburg
Scott,Harrison,London
Johanna,Starr,London
Dana,Harrison,NewYork
John,Epstein,Hamburg
John,Epstein,Haifa
John,Starr,Kiel
Steven,McCartney,Munchen
Albert,Starr,Munchen
Michael,Harrison,Hamburg
John,Starr,TelAviv
Dana,Lennon,TelAviv
Marc,Sutcliffe,Munchen
Albert,Sutcliffe,TelAviv
John,Starr,Haifa
Michael,McCartney,PaloAlto
John,Ono,Munchen
Johanna,Epstein,NewYork
