firstname,secondname,city
John,Lennon,London
Albert,Epstein,TelAviv
Scott,Preston,Kiel
Johanna,Harrison,Hamburg
John,Sutcliffe,Haifa
John,Ono,Hamburg
Johanna,Sutcliffe,PaloAlto
Michael,Sutcliffe,NewYork
Albert,Preston,Kiel
Michael,Sutcliffe,Haifa
Marc,Ono,PaloAlto
John,Ono,Kiel
Albert,Preston,London
Scott,Harrison,London
Marc,McCartney,TelAviv
Marc,Starr,London
Marc,McCartney,PaloAlto
Steven,Lennon,Hamburg
John,Preston,TelAviv
Scott,Ono,PaloAlto
Albert,Sutcliffe,PaloAlto
Steven,Starr,Kiel
Dana,McCartney,Haifa
John,Epstein,TelAviv
Dana,Sutcliffe,Munchen
Scott,Lennon,Hamburg
John,Sutcliffe,Kiel
Scott,Starr,TelAviv
Marc,Lennon,Munchen
Scott,Starr,Munchen
Albert,Starr,London
Scott,McCartney,Hamburg
Marc,Starr,Hamburg
Steven,Sutcliffe,Haifa
Michael,Sutcliffe,Hamburg
Johanna,Harrison,TelAviv
John,Ono,PaloAlto
Steven,Harrison,Kiel
Johanna,Sutcliffe,Haifa
Dana,Harrison,PaloAlto
Albert,Starr,NewYork
John,McCartney,Kiel
Steven,Lennon,Haifa
Marc,Starr,Kiel
Dana,Epstein,PaloAlto
Albert,McCartney,Hamburg
Michael,Lennon,Hamburg
Johanna,Epstein,London
Dana,Starr,TelAviv
Johanna,Starr,Munchen
Steven,McCartney,London
Steven,Sutcliffe,TelAviv
Albert,Epstein,Haifa
Scott,Harrison,NewYork
Michael,Harrison,NewYork
Marc,Ono,Haifa
Johanna,Lennon,Kiel
Michael,Ono,Hamburg
Marc,Starr,Hamburg
John,Epstein,London
Johanna,Harrison,Hamburg
Michael,Sutcliffe,TelAviv
Albert,Starr,Haifa
Steven,Harrison,Haifa
Scott,Starr,TelAviv
Dana,Sutcliffe,NewYork
Marc,Sutcliffe,Munchen
Michael,Epstein,Munchen
Dana,Starr,TelAviv
Scott,Preston,NewYork
Marc,Preston,TelAviv
Albert,Starr,Haifa
Albert,Epstein,Haifa
Marc,Ono,Munchen
Dana,Starr,London
Michael,Epstein,London
Marc,Epstein,TelAviv
Michael,Ono,London
Albert,McCartney,Munchen
Steven,Lennon,Haifa
