firstname,secondname,city
John,Lennon,Haifa
Johanna,Lennon,NewYork
Marc,Sutcliffe,Munchen
Michael,Lennon,Haifa
Johanna,Harrison,NewYork
Michael,Lennon,Kiel
Marc,Sutcliffe,PaloAlto
Michael,Sutcliffe,Kiel
Marc,Preston,Hamburg
Michael,Starr,Hamburg
Michael,Ono,Kiel
John,McCartney,Munchen
Marc,Ono,PaloAlto
Dana,Harrison,NewYork
Johanna,McCartney,Haifa
Dana,Lennon,Kiel
Scott,Sutcliffe,Kiel
Scott,Harrison,NewYork
John,Preston,TelAviv
Steven,Ono,Kiel
Johanna,McCartney,Kiel
Albert,Sutcliffe,Munchen
Michael,Starr,Haifa
John,Starr,Kiel
Michael,Starr,PaloAlto
Johanna,Ono,TelAviv
Scott,Starr,Haifa
Dana,Harrison,Kiel
Johanna,Epstein,Haifa
Michael,Epstein,Munchen
Albert,Starr,London
Albert,Starr,PaloAlto
Michael,Preston,PaloAlto
Dana,Ono,PaloAlto
Scott,Harrison,Haifa
Dana,Lennon,Munchen
Dana,Harrison,PaloAlto
Albert,Preston,TelAviv
Marc,Harrison,Hamburg
Marc,Lennon,PaloAlto
Dana,Lennon,Munchen
John,Epstein,NewYork
Johanna,McCartney,London
Albert,Ono,Munchen
Steven,Preston,Kiel
Johanna,Lennon,London
Albert,McCartney,Munchen
Steven,Sutcliffe,PaloAlto
Scott,Harrison,PaloAlto
Scott,McCartney,TelAviv
Marc,Harrison,Haifa
Dana,McCartney,TelAviv
Marc,Sutcliffe,NewYork
Johanna,Preston,NewYork
Steven,Epstein,Munchen
Johanna,Epstein,Haifa
Johanna,Epstein,Haifa
John,Starr,TelAviv
Johanna,Epstein,Haifa
Albert,Preston,TelAviv
Scott,Sutcliffe,Hamburg
Dana,Epstein,NewYork
Scott,Starr,PaloAlto
John,Sutcliffe,Haifa
Michael,Sutcliffe,TelAviv
Johanna,Lennon,NewYork
Albert,Lennon,Haifa
Albert,Starr,London
Steven,Lennon,NewYork
Marc,Ono,Hamburg
Johanna,Harrison,Haifa
Michael,McCartney,TelAviv
Marc,Sutcliffe,PaloAlto
Johanna,Epstein,London
Dana,Ono,London
