firstname,secondname,city
Marc,Lennon,London
Steven,Lennon,PaloAlto
Steven,Starr,NewYork
John,Harrison,PaloAlto
Albert,Harrison,Munchen
Johanna,Harrison,TelAviv
John,Sutcliffe,NewYork
Johanna,Lennon,Kiel
Dana,Epstein,Hamburg
Dana,Epstein,PaloAlto
Johanna,Harrison,Kiel
Steven,Starr,NewYork
Dana,Ono,Munchen
Albert,Sutcliffe,NewYork
Scott,Ono,Kiel
Marc,Lennon,Kiel
Marc,Ono,TelAviv
Johanna,Epstein,London
John,Starr,PaloAlto
Scott,Ono,TelAviv
Dana,McCartney,Hamburg
Dana,Lennon,Munchen
Steven,Epstein,PaloAlto
Dana,Lennon,Haifa
Marc,Sutcliffe,Hamburg
Marc,Starr,NewYork
Steven,Epstein,TelAviv
Steven,Epstein,Kiel
Albert,Ono,London
Dana,McCartney,London
Albert,McCartney,Kiel
Michael,Lennon,PaloAlto
Scott,Sutcliffe,NewYork
Johanna,McCartney,Haifa
Michael,Ono,Kiel
Scott,Harrison,London
John,Epstein,NewYork
John,Sutcliffe,TelAviv
Scott,Harrison,TelAviv
Michael,Preston,TelAviv
John,Sutcliffe,Munchen
Michael,Ono,TelAviv
Marc,Ono,NewYork
Marc,Ono,London
Johanna,Preston,PaloAlto
Johanna,Starr,PaloAlto
Johanna,Harrison,Kiel
Steven,Lennon,London
Albert,Sutcliffe,NewYork
Scott,Starr,TelAviv
Albert,Epstein,TelAviv
Michael,Epstein,Haifa
John,Starr,NewYork
Scott,McCartney,Munchen
John,Starr,PaloAlto
Steven,Epstein,Kiel
Johanna,Starr,Hamburg
Michael,Harrison,PaloAlto
Marc,McCartney,TelAviv
Dana,Lennon,TelAviv
Johanna,Sutcliffe,London
Dana,Preston,Haifa
John,McCartney,Haifa
Steven,Epstein,PaloAlto
Scott,Ono,PaloAlto
Steven,Lennon,NewYork
Marc,Starr,Munchen
Johanna,Epstein,Hamburg
Dana,Harrison,NewYork
Johanna,Ono,TelAviv
John,Preston,NewYork
Dana,Epstein,Hamburg
Steven,McCartney,NewYork
Michael,Preston,Hamburg
Steven,Sutcliffe,NewYork
