firstname,secondname,city
Scott,McCartney,London
Johanna,Sutcliffe,PaloAlto
Michael,McCartney,London
Scott,McCartney,London
Albert,Lennon,PaloAlto
Michael,Starr,NewYork
Johanna,McCartney,TelAviv
Michael,Epstein,Hamburg
Scott,Sutcliffe,NewYork
Steven,Preston,PaloAlto
John,Lennon,Haifa
Albert,Preston,Munchen
Michael,Lennon,TelAviv
John,Epstein,Munchen
Dana,Starr,TelAviv
Michael,Ono,Haifa
John,Lennon,NewYork
John,McCartney,PaloAlto
Scott,Sutcliffe,Munchen
John,Ono,Munchen
Johanna,Lennon,Munchen
Marc,Lennon,Hamburg
Scott,Ono,NewYork
Steven,Epstein,Munchen
Dana,Ono,Haifa
Albert,Harrison,NewYork
Steven,Preston,Haifa
Steven,Epstein,TelAviv
Marc,Starr,Munchen
Steven,Sutcliffe,Hamburg
Albert,Harrison,Haifa
Steven,McCartney,Munchen
John,McCartney,Haifa
John,Harrison,NewYork
Marc,Preston,Hamburg
Scott,Sutcliffe,London
Albert,Lennon,Munchen
Dana,Preston,Hamburg
Albert,McCartney,Munchen
Steven,Ono,London
Johanna,Sutcliffe,Munchen
Albert,Harrison,Haifa
Johanna,Epstein,TelAviv
Michael,Sutcliffe,London
Johanna,Epstein,London
Dana,Preston,Munchen
Dana,Sutcliffe,TelAviv
Steven,Starr,NewYork
Marc,Ono,Munchen
Dana,Lennon,TelAviv
Johanna,Lennon,Haifa
Dana,Sutcliffe,London
Michael,McCartney,London
Michael,Ono,TelAviv
John,Harrison,NewYork
Steven,Sutcliffe,Haifa
Marc,Preston,PaloAlto
Johanna,Ono,London
Dana,McCartney,Haifa
John,Sutcliffe,Hamburg
Michael,Harrison,NewYork
John,Starr,NewYork
Steven,Sutcliffe,NewYork
Albert,Lennon,Haifa
Michael,Sutcliffe,Munchen
Johanna,McCartney,Munchen
John,McCartney,NewYork
Johanna,Preston,PaloAlto
Johanna,Lennon,Munchen
Michael,McCartney,Hamburg
Marc,Preston,Haifa
Dana,Sutcliffe,NewYork
Steven,Harrison,TelAviv
Albert,Lennon,TelAviv
Albert,Epstein,London
