firstname,secondname,city
Michael,Sutcliffe,PaloAlto
Albert,McCartney,NewYork
Albert,Sutcliffe,NewYork
Scott,Ono,PaloAlto
Albert,Epstein,London
Marc,Sutcliffe,TelAviv
Johanna,Epstein,Munchen
Steven,Ono,Kiel
Michael,McCartney,PaloAlto
Albert,Ono,Haifa
Scott,McCartney,Haifa
Marc,Sutcliffe,NewYork
Steven,Starr,TelAviv
Steven,Epstein,Munchen
Dana,Sutcliffe,TelAviv
Albert,Harrison,NewYork
Scott,Ono,London
Albert,Harrison,PaloAlto
Marc,Sutcliffe,Haifa
Marc,Preston,NewYork
Scott,Harrison,NewYork
Dana,Sutcliffe,Kiel
Michael,Starr,NewYork
Marc,Sutcliffe,Haifa
Marc,Starr,Munchen
Johanna,Sutcliffe,Hamburg
Michael,Epstein,TelAviv
Marc,Epstein,Haifa
Marc,McCartney,Hamburg
Marc,Preston,TelAviv
Steven,Lennon,London
Johanna,Preston,Munchen
John,Epstein,NewYork
Michael,Ono,TelAviv
Albert,Ono,Munchen
Johanna,Harrison,TelAviv
Dana,Lennon,Kiel
John,Sutcliffe,TelAviv
Steven,Epstein,TelAviv
John,Lennon,Haifa
John,McCartney,Kiel
Scott,Preston,London
John,Starr,NewYork
Scott,Epstein,Kiel
Dana,Lennon,Hamburg
Dana,Sutcliffe,TelAviv
Michael,Epstein,London
John,Epstein,London
Steven,Preston,Kiel
Dana,Starr,NewYork
Scott,Starr,Munchen
Michael,Ono,Hamburg
Marc,McCartney,NewYork
Dana,Sutcliffe,NewYork
Johanna,McCartney,NewYork
Steven,Lennon,Munchen
Johanna,Preston,PaloAlto
Scott,Starr,PaloAlto
John,Starr,London
Scott,Lennon,Hamburg
Scott,Ono,PaloAlto
Albert,Ono,Haifa
Albert,Epstein,London
Johanna,Epstein,PaloAlto
Marc,Epstein,London
Albert,Harrison,Haifa
Marc,Lennon,PaloAlto
Dana,Ono,Hamburg
Steven,Sutcliffe,Munchen
Marc,Starr,London
John,Epstein,Kiel
Michael,Sutcliffe,PaloAlto
Scott,Preston,NewYork
Michael,Lennon,Hamburg
Scott,Harrison,Haifa
