firstname,secondname,city
Steven,Ono,Hamburg
Steven,Ono,PaloAlto
Steven,McCartney,Kiel
Johanna,Harrison,London
Steven,Epstein,London
Steven,Epstein,TelAviv
Albert,Ono,PaloAlto
Steven,Ono,Kiel
John,McCartney,Kiel
Scott,Starr,NewYork
Steven,Preston,Munchen
Steven,Harrison,Hamburg
Dana,Harrison,PaloAlto
Michael,Preston,PaloAlto
Steven,Starr,TelAviv
Dana,McCartney,PaloAlto
Scott,Lennon,TelAviv
Scott,Starr,PaloAlto
Johanna,Preston,Hamburg
John,Ono,PaloAlto
Marc,Epstein,Hamburg
Michael,Sutcliffe,NewYork
Michael,Ono,Haifa
Albert,Sutcliffe,Hamburg
Albert,Epstein,London
Dana,Preston,PaloAlto
Johanna,Preston,Kiel
Dana,Preston,Kiel
Steven,McCartney,Hamburg
Dana,Harrison,NewYork
Michael,Preston,Munchen
Steven,Lennon,Hamburg
Dana,Lennon,Hamburg
Albert,Preston,PaloAlto
Michael,Ono,Haifa
John,Epstein,NewYork
Michael,Starr,PaloAlto
Scott,Preston,NewYork
Scott,Ono,London
Marc,Harrison,PaloAlto
Johanna,Ono,Hamburg
Michael,Harrison,Munchen
Scott,Lennon,PaloAlto
Michael,Ono,London
Steven,McCartney,Kiel
Michael,Harrison,London
Scott,Ono,PaloAlto
Michael,Harrison,NewYork
Steven,Ono,Hamburg
Michael,Lennon,Kiel
John,Harrison,London
Albert,Harrison,Kiel
Steven,Harrison,Kiel
Steven,Sutcliffe,NewYork
John,Lennon,Haifa
Steven,Ono,Haifa
Johanna,McCartney,London
Dana,Sutcliffe,Haifa
Michael,Harrison,Kiel
Dana,Harrison,Kiel
Albert,Ono,London
Johanna,Preston,Kiel
Johanna,Starr,Kiel
Marc,Lennon,Haifa
Albert,Epstein,Munchen
Scott,Ono,London
John,Lennon,Munchen
Steven,Lennon,Haifa
Michael,Harrison,London
Marc,Ono,Haifa
Scott,Ono,Kiel
Michael,Starr,London
Michael,Harrison,NewYork
John,Preston,Haifa
Steven,Ono,London
Scott,Starr,Kiel
Scott,Ono,PaloAlto
Dana,Preston,TelAviv
Johanna,Preston,Munchen
Johanna,Harrison,NewYork
