firstname,secondname,city
John,Lennon,TelAviv
John,Preston,PaloAlto
Johanna,Starr,Kiel
Johanna,Sutcliffe,London
John,Lennon,Munchen
Dana,Epstein,NewYork
Steven,Ono,London
Michael,McCartney,TelAviv
Scott,McCartney,NewYork
Johanna,Ono,Hamburg
Michael,Starr,Hamburg
Michael,Harrison,Munchen
Marc,Sutcliffe,Hamburg
John,Ono,Kiel
Steven,Sutcliffe,Haifa
Albert,Preston,PaloAlto
Scott,Epstein,London
Scott,Preston,Kiel
Dana,Harrison,Haifa
Dana,Starr,TelAviv
Johanna,Lennon,Haifa
Michael,Starr,London
John,Ono,PaloAlto
John,McCartney,Kiel
Dana,Sutcliffe,Munchen
Steven,Ono,London
Albert,McCartney,London
Albert,Harrison,Munchen
Albert,Starr,NewYork
Michael,Harrison,TelAviv
Dana,Lennon,Munchen
Albert,Epstein,NewYork
Marc,Epstein,TelAviv
Steven,Harrison,Munchen
Dana,Starr,TelAviv
Dana,McCartney,Haifa
Steven,Preston,Haifa
Dana,Starr,NewYork
Marc,Epstein,London
John,Starr,Kiel
Steven,Preston,Haifa
Dana,Preston,Haifa
Scott,Epstein,NewYork
Steven,Ono,Haifa
Dana,Epstein,Munchen
John,Lennon,Hamburg
Johanna,Starr,Munchen
Steven,Epstein,London
Albert,Preston,Haifa
Johanna,Harrison,Munchen
Dana,Ono,London
Albert,Epstein,Hamburg
Steven,Harrison,NewYork
Albert,Ono,NewYork
Albert,Harrison,NewYork
Johanna,McCartney,Hamburg
Johanna,Lennon,Munchen
Johanna,Lennon,Munchen
Scott,Sutcliffe,PaloAlto
Albert,Harrison,PaloAlto
Dana,Preston,Kiel
Johanna,Starr,NewYork
Steven,McCartney,Munchen
Johanna,Lennon,Hamburg
Steven,McCartney,London
John,Starr,Kiel
Scott,Lennon,Munchen
Dana,Preston,TelAviv
Scott,Harrison,Haifa
John,Starr,London
Dana,Sutcliffe,Munchen
Johanna,Harrison,Kiel
Albert,Lennon,Kiel
Michael,Harrison,Hamburg
Scott,McCartney,Munchen
Albert,Harrison,Hamburg
Marc,Sutcliffe,Kiel
Michael,Sutcliffe,PaloAlto
Johanna,McCartney,Munchen
Scott,Sutcliffe,TelAviv
