firstname,secondname,city
Johanna,Epstein,Hamburg
Albert,Preston,London
Michael,Starr,Munchen
Steven,Sutcliffe,Hamburg
Steven,Preston,Haifa
Michael,Ono,Haifa
Albert,Epstein,PaloAlto
Dana,Starr,NewYork
Marc,Harrison,NewYork
Michael,Harrison,NewYork
Scott,Ono,PaloAlto
Dana,Preston,TelAviv
Albert,Preston,PaloAlto
Dana,Harrison,Hamburg
Albert,Epstein,Hamburg
Marc,Sutcliffe,Kiel
Steven,Preston,Hamburg
Johanna,McCartney,TelAviv
John,Harrison,NewYork
Johanna,McCartney,NewYork
Johanna,Epstein,Kiel
Albert,Ono,Kiel
Michael,Lennon,PaloAlto
Johanna,Epstein,Kiel
Dana,Sutcliffe,PaloAlto
Scott,Epstein,Kiel
John,McCartney,PaloAlto
Marc,Preston,Munchen
Marc,McCartney,Kiel
Johanna,Ono,Haifa
Marc,Sutcliffe,Haifa
Marc,McCartney,NewYork
Scott,Ono,PaloAlto
Marc,Harrison,PaloAlto
Scott,McCartney,Munchen
Marc,McCartney,Hamburg
Johanna,Harrison,Hamburg
Albert,Lennon,London
Michael,McCartney,London
John,Epstein,Haifa
Scott,Starr,Haifa
Albert,Ono,Hamburg
Marc,McCartney,PaloAlto
John,Sutcliffe,Munchen
Steven,Preston,Haifa
Dana,Ono,NewYork
Marc,Ono,PaloAlto
Marc,Ono,Munchen
Marc,Epstein,TelAviv
John,Epstein,Kiel
Steven,Ono,PaloAlto
Marc,Preston,London
Johanna,Lennon,TelAviv
Albert,Starr,Hamburg
Albert,Sutcliffe,London
Michael,Harrison,Munchen
Dana,Starr,Hamburg
Albert,Epstein,NewYork
Scott,Harrison,Kiel
Scott,Lennon,NewYork
Dana,Starr,Kiel
Dana,McCartney,Hamburg
Marc,Epstein,Hamburg
Michael,Ono,Kiel
Dana,Ono,TelAviv
Dana,Epstein,Munchen
John,Starr,London
Albert,Preston,PaloAlto
Johanna,Ono,Haifa
John,Epstein,TelAviv
John,Ono,TelAviv
Marc,Starr,Kiel
Scott,Starr,London
Michael,Harrison,NewYork
Albert,Ono,TelAviv
John,Sutcliffe,London
Johanna,Epstein,PaloAlto
Scott,Epstein,TelAviv
Dana,Preston,TelAviv
Marc,McCartney,PaloAlto
