firstname,secondname,city
Dana,Epstein,Kiel
Dana,Epstein,PaloAlto
Steven,Lennon,Hamburg
Marc,Preston,Kiel
Michael,Ono,Haifa
Johanna,Starr,Munchen
Scott,Starr,London
Dana,Ono,Kiel
John,Harrison,Hamburg
Marc,McCartney,Munchen
Johanna,McCartney,Kiel
Marc,McCartney,TelAviv
John,Ono,PaloAlto
Dana,Ono,PaloAlto
Michael,Harrison,Munchen
Scott,McCartney,London
Dana,McCartney,NewYork
Steven,McCartney,London
Albert,Lennon,Hamburg
Scott,Epstein,Munchen
Albert,Ono,Haifa
Scott,Epstein,Hamburg
John,Starr,Haifa
Steven,Ono,TelAviv
John,Harrison,TelAviv
John,Epstein,Kiel
John,Preston,TelAviv
John,Ono,Hamburg
Scott,Harrison,London
Marc,Harrison,NewYork
Scott,Ono,PaloAlto
Dana,Harrison,PaloAlto
John,Starr,Kiel
Scott,Epstein,TelAviv
Dana,Preston,London
Dana,Sutcliffe,Hamburg
Albert,Harrison,NewYork
Marc,Sutcliffe,Kiel
Albert,Epstein,Kiel
John,Starr,Haifa
Johanna,Lennon,Kiel
Johanna,McCartney,Munchen
Marc,Preston,Hamburg
Dana,Epstein,London
Albert,Epstein,PaloAlto
John,McCartney,TelAviv
Michael,Ono,Haifa
Michael,McCartney,Haifa
Johanna,McCartney,NewYork
Steven,Sutcliffe,Munchen
Dana,Ono,London
Johanna,Lennon,TelAviv
Johanna,Epstein,Hamburg
Johanna,Sutcliffe,London
Steven,Epstein,TelAviv
Johanna,McCartney,London
Michael,Harrison,Hamburg
John,McCartney,Munchen
Dana,Starr,Hamburg
Johanna,Lennon,London
Michael,Preston,NewYork
John,Harrison,PaloAlto
Michael,Starr,NewYork
Steven,Ono,Hamburg
Dana,Lennon,Haifa
Michael,Ono,TelAviv
Johanna,McCartney,London
Michael,Starr,Haifa
Marc,McCartney,Kiel
Johanna,Sutcliffe,TelAviv
Scott,Epstein,London
Marc,Harrison,Kiel
Marc,Ono,Munchen
John,McCartney,London
Michael,Epstein,London
Albert,McCartney,Haifa
Marc,Preston,Haifa
Michael,McCartney,Munchen
Steven,Preston,Haifa
Albert,Ono,NewYork
