firstname,secondname,city
Michael,Starr,PaloAlto
John,McCartney,Haifa
Michael,Epstein,Hamburg
Dana,Ono,NewYork
Johanna,Lennon,Haifa
Scott,Epstein,Munchen
Marc,McCartney,Haifa
Johanna,Sutcliffe,Haifa
Michael,Harrison,London
Dana,Harrison,TelAviv
Steven,Epstein,NewYork
Michael,Harrison,TelAviv
Albert,Starr,London
Michael,Epstein,Kiel
Johanna,Ono,Munchen
John,Preston,Kiel
Michael,Preston,London
Marc,Ono,Haifa
Steven,Epstein,Haifa
Johanna,Epstein,Munchen
Dana,Sutcliffe,Kiel
Dana,Sutcliffe,PaloAlto
Marc,McCartney,TelAviv
Steven,Starr,TelAviv
Scott,Ono,Munchen
John,Sutcliffe,NewYork
Steven,Ono,Haifa
Michael,Harrison,London
Marc,Preston,Haifa
Steven,Harrison,London
Dana,Preston,Hamburg
Albert,Lennon,NewYork
Albert,Preston,TelAviv
Scott,Starr,London
Scott,Starr,TelAviv
Johanna,Preston,TelAviv
Johanna,Sutcliffe,TelAviv
Steven,Epstein,Kiel
Michael,Ono,NewYork
John,Ono,Haifa
Steven,Sutcliffe,Hamburg
Marc,Harrison,London
Steven,Starr,TelAviv
Marc,Lennon,Munchen
Marc,Harrison,Kiel
Michael,Sutcliffe,Kiel
Scott,Preston,Hamburg
Marc,Ono,Kiel
Michael,Harrison,Haifa
Albert,McCartney,NewYork
Dana,Sutcliffe,Kiel
Johanna,Ono,NewYork
Albert,Starr,Kiel
Michael,Sutcliffe,NewYork
Scott,Lennon,TelAviv
Steven,McCartney,NewYork
Johanna,Sutcliffe,London
Steven,Epstein,Haifa
Marc,McCartney,TelAviv
Marc,Harrison,Hamburg
Marc,Sutcliffe,NewYork
Scott,Ono,Kiel
Johanna,Harrison,Haifa
Scott,Epstein,TelAviv
Albert,Lennon,Munchen
Scott,Ono,TelAviv
John,Preston,NewYork
Scott,Preston,NewYork
Marc,McCartney,PaloAlto
Marc,Preston,Haifa
John,McCartney,PaloAlto
Marc,Epstein,PaloAlto
Michael,Epstein,London
Steven,Starr,London
Michael,Harrison,Munchen
Dana,McCartney,Munchen
Michael,Ono,NewYork
Albert,Sutcliffe,TelAviv
Michael,Lennon,Munchen
Michael,McCartney,TelAviv
