firstname,secondname,city
Albert,Sutcliffe,Hamburg
Marc,Ono,Hamburg
Marc,Preston,Haifa
Scott,Harrison,PaloAlto
Scott,Lennon,NewYork
Michael,Lennon,NewYork
Dana,Epstein,Haifa
Albert,McCartney,Haifa
Steven,Harrison,PaloAlto
Michael,Epstein,London
Michael,Lennon,Haifa
Michael,Lennon,Hamburg
Steven,Sutcliffe,Hamburg
Dana,Harrison,Munchen
Johanna,Epstein,NewYork
Albert,Sutcliffe,London
Albert,Epstein,London
Albert,Epstein,NewYork
Michael,McCartney,Kiel
Dana,Preston,TelAviv
Steven,Preston,London
Marc,Starr,PaloAlto
Steven,Epstein,London
Dana,Ono,Haifa
Albert,Ono,NewYork
Marc,Harrison,PaloAlto
Marc,McCartney,Munchen
Scott,Harrison,Kiel
Marc,Starr,Kiel
Johanna,Harrison,Kiel
Albert,Preston,Munchen
Johanna,Starr,NewYork
Steven,Preston,Kiel
Scott,Ono,TelAviv
Dana,Ono,London
Johanna,McCartney,NewYork
Johanna,Preston,Munchen
Dana,McCartney,PaloAlto
Scott,Epstein,Hamburg
Scott,Harrison,London
Johanna,Starr,NewYork
Scott,Starr,PaloAlto
Johanna,Lennon,PaloAlto
Johanna,Epstein,Hamburg
John,McCartney,Hamburg
Scott,Starr,Haifa
Scott,Preston,TelAviv
Scott,Sutcliffe,Haifa
Johanna,Harrison,TelAviv
Dana,Preston,PaloAlto
Michael,Starr,NewYork
Johanna,Ono,Munchen
Dana,McCartney,NewYork
Michael,Sutcliffe,Hamburg
Steven,Epstein,London
Albert,Lennon,Munchen
Scott,Sutcliffe,TelAviv
Dana,Epstein,Haifa
Dana,Epstein,Hamburg
Michael,Lennon,TelAviv
Marc,Preston,Haifa
Michael,Ono,PaloAlto
Marc,McCartney,TelAviv
Scott,Starr,NewYork
Johanna,Sutcliffe,PaloAlto
Albert,Starr,London
Albert,Starr,TelAviv
Johanna,Ono,Kiel
Michael,Ono,Munchen
Steven,Starr,NewYork
Marc,Sutcliffe,Munchen
Michael,McCartney,Munchen
Dana,Preston,London
Albert,Ono,London
Marc,Starr,PaloAlto
