firstname,secondname,city
Marc,Harrison,Haifa
Marc,Preston,Kiel
Dana,Starr,Kiel
Albert,Starr,NewYork
Albert,Ono,Kiel
Scott,Harrison,Munchen
Steven,Ono,Hamburg
Marc,Epstein,PaloAlto
Steven,Starr,Munchen
Michael,McCartney,London
John,McCartney,PaloAlto
Steven,McCartney,Kiel
Dana,McCartney,Munchen
Marc,McCartney,PaloAlto
John,Harrison,PaloAlto
Albert,Lennon,NewYork
Scott,Harrison,London
Marc,Lennon,Hamburg
Albert,Ono,Munchen
Marc,Ono,Hamburg
John,Sutcliffe,Hamburg
Dana,Starr,Haifa
Steven,Ono,TelAviv
Johanna,Ono,TelAviv
Dana,Ono,Hamburg
Steven,Lennon,PaloAlto
Johanna,Epstein,London
Michael,Ono,Kiel
Dana,Epstein,London
Marc,Epstein,London
Scott,Epstein,Hamburg
Marc,Lennon,Haifa
Steven,Lennon,Haifa
Johanna,McCartney,PaloAlto
John,McCartney,Munchen
Johanna,Epstein,Hamburg
John,Preston,London
Steven,Sutcliffe,Kiel
Marc,McCartney,Hamburg
Albert,Starr,London
Scott,Starr,London
Scott,Ono,Haifa
Johanna,Starr,PaloAlto
Michael,Lennon,TelAviv
John,Preston,Kiel
Scott,Sutcliffe,Kiel
Dana,Preston,Kiel
Dana,Preston,Haifa
Dana,Preston,Kiel
Dana,McCartney,Haifa
Dana,Ono,London
Scott,McCartney,Munchen
Scott,Starr,PaloAlto
Scott,Starr,London
Steven,Sutcliffe,NewYork
Scott,Starr,Munchen
Marc,Sutcliffe,Haifa
John,McCartney,TelAviv
Scott,Preston,PaloAlto
Johanna,Epstein,Munchen
Steven,McCartney,TelAviv
Steven,Harrison,London
John,Sutcliffe,Haifa
Johanna,Harrison,Hamburg
Scott,McCartney,Hamburg
Marc,Sutcliffe,Kiel
Marc,McCartney,Kiel
Marc,Lennon,Munchen
Marc,Harrison,Hamburg
Steven,Preston,Haifa
Scott,Lennon,Munchen
Dana,Epstein,London
Scott,McCartney,NewYork
Marc,Starr,PaloAlto
Albert,Lennon,PaloAlto
Johanna,Sutcliffe,PaloAlto
Steven,McCartney,Hamburg
Michael,Ono,Haifa
Johanna,Sutcliffe,Haifa
Michael,McCartney,NewYork
