firstname,secondname,city
Marc,Harrison,Kiel
Scott,McCartney,Kiel
Scott,Starr,PaloAlto
Michael,McCartney,PaloAlto
Steven,Sutcliffe,NewYork
Steven,Harrison,Hamburg
Steven,Sutcliffe,Munchen
Michael,Ono,Haifa
Johanna,McCartney,PaloAlto
Dana,Ono,NewYork
Marc,McCartney,Haifa
Michael,Epstein,London
Dana,Sutcliffe,PaloAlto
Johanna,Preston,Haifa
Albert,Harrison,NewYork
Johanna,Sutcliffe,PaloAlto
John,Harrison,Haifa
Albert,Lennon,Hamburg
Marc,Epstein,London
John,McCartney,Hamburg
Marc,Epstein,Haifa
John,Lennon,London
Johanna,Lennon,Hamburg
Steven,Preston,Kiel
Johanna,McCartney,PaloAlto
Scott,Harrison,London
Johanna,Harrison,Hamburg
Albert,Starr,Hamburg
Scott,Epstein,TelAviv
Dana,Lennon,Munchen
Marc,Lennon,London
Marc,Lennon,London
Albert,McCartney,Hamburg
Dana,Harrison,London
Michael,Ono,Haifa
Scott,Starr,London
Marc,Ono,Kiel
Dana,Harrison,Munchen
Johanna,Starr,Kiel
Johanna,Harrison,NewYork
Scott,Starr,Kiel
Steven,Ono,NewYork
Johanna,McCartney,Kiel
John,Preston,TelAviv
Marc,Epstein,Kiel
Steven,Harrison,TelAviv
Dana,Epstein,NewYork
Scott,McCartney,Kiel
Steven,Epstein,Kiel
Marc,Ono,Hamburg
Scott,Lennon,Munchen
Dana,Sutcliffe,PaloAlto
Steven,Harrison,Hamburg
Albert,Starr,TelAviv
Dana,Ono,NewYork
Albert,Ono,TelAviv
John,Harrison,London
Dana,McCartney,PaloAlto
Johanna,McCartney,TelAviv
Steven,Sutcliffe,TelAviv
Albert,Preston,London
Michael,Epstein,Kiel
Dana,Preston,NewYork
Steven,Epstein,NewYork
Dana,Starr,Haifa
Albert,Harrison,Munchen
Albert,Harrison,TelAviv
Scott,Sutcliffe,NewYork
Johanna,Lennon,PaloAlto
Dana,Harrison,NewYork
Marc,Lennon,Haifa
Marc,Lennon,Kiel
Dana,Sutcliffe,PaloAlto
Marc,Harrison,Haifa
Scott,Ono,PaloAlto
