firstname,secondname,city
John,Preston,Haifa
Albert,Ono,NewYork
Steven,McCartney,NewYork
Steven,Starr,TelAviv
John,Preston,NewYork
Michael,Harrison,London
Johanna,Sutcliffe,NewYork
John,McCartney,Hamburg
Steven,Sutcliffe,London
Albert,Lennon,Kiel
Albert,Starr,London
Albert,Harrison,Hamburg
Michael,Ono,NewYork
Michael,Sutcliffe,TelAviv
Steven,Lennon,Hamburg
Albert,Ono,Kiel
Steven,Preston,TelAviv
John,Lennon,TelAviv
Albert,Starr,NewYork
Dana,Lennon,TelAviv
Marc,Harrison,Hamburg
John,Starr,TelAviv
Scott,McCartney,TelAviv
Dana,Harrison,London
Albert,Starr,Munchen
Marc,Sutcliffe,London
Marc,Starr,TelAviv
Michael,Sutcliffe,TelAviv
Scott,Sutcliffe,PaloAlto
Johanna,Starr,London
Albert,Ono,Haifa
Scott,Harrison,Munchen
Albert,Sutcliffe,Haifa
Johanna,Sutcliffe,NewYork
Johanna,Sutcliffe,NewYork
Michael,McCartney,TelAviv
Johanna,Preston,NewYork
Steven,Harrison,Hamburg
Dana,Epstein,Hamburg
Michael,Preston,Kiel
Albert,Lennon,Hamburg
John,Ono,NewYork
Michael,McCartney,Hamburg
Albert,Sutcliffe,Munchen
Johanna,Ono,Haifa
John,Preston,Munchen
Johanna,Sutcliffe,London
Michael,Harrison,Kiel
Johanna,Epstein,PaloAlto
Michael,Sutcliffe,London
Scott,Preston,London
Michael,Harrison,Haifa
Michael,Ono,Hamburg
Steven,Starr,NewYork
Johanna,Harrison,Kiel
Albert,Starr,London
Marc,Sutcliffe,Hamburg
John,Preston,NewYork
Scott,McCartney,NewYork
Dana,Lennon,London
John,Harrison,Munchen
Johanna,Harrison,Munchen
Johanna,Preston,Haifa
Dana,Preston,TelAviv
Scott,Ono,Haifa
Scott,Lennon,Munchen
Marc,Preston,NewYork
Steven,Preston,Munchen
Michael,Ono,Kiel
John,Ono,Kiel
John,Harrison,PaloAlto
Marc,Ono,Kiel
Steven,Harrison,Hamburg
Albert,Ono,Hamburg
Michael,Lennon,Munchen
