firstname,secondname,city
Michael,Sutcliffe,Kiel
Johanna,Starr,Munchen
Steven,Lennon,PaloAlto
Steven,Ono,Hamburg
Johanna,Sutcliffe,PaloAlto
Albert,Lennon,PaloAlto
Scott,Harrison,PaloAlto
Albert,Ono,NewYork
Steven,Starr,Haifa
Scott,Ono,London
Johanna,Lennon,Kiel
Dana,Sutcliffe,Haifa
Albert,Preston,London
Scott,Starr,London
Johanna,Harrison,Haifa
Dana,Starr,Hamburg
Michael,Harrison,NewYork
Marc,Harrison,TelAviv
Dana,Preston,London
Steven,Lennon,NewYork
Steven,Epstein,NewYork
John,Sutcliffe,NewYork
Marc,Ono,Kiel
Marc,Starr,Hamburg
John,McCartney,NewYork
Steven,Sutcliffe,Munchen
Michael,Epstein,Munchen
Albert,Starr,TelAviv
Dana,Starr,Hamburg
Albert,McCartney,TelAviv
Michael,Sutcliffe,London
Marc,Preston,London
Michael,Lennon,Haifa
Michael,Preston,London
Dana,Sutcliffe,TelAviv
Michael,Lennon,NewYork
Dana,Preston,Munchen
John,Epstein,TelAviv
Steven,Epstein,Haifa
John,Ono,Haifa
Marc,Harrison,TelAviv
Johanna,Lennon,TelAviv
Albert,Epstein,PaloAlto
Johanna,Epstein,Munchen
Johanna,Lennon,NewYork
Marc,Epstein,London
John,Ono,Haifa
Albert,Lennon,Haifa
Michael,Starr,Haifa
Scott,Ono,Haifa
John,McCartney,NewYork
Dana,Ono,London
Albert,Preston,PaloAlto
Marc,Epstein,Munchen
Albert,Sutcliffe,Munchen
Johanna,Epstein,London
Scott,Starr,TelAviv
John,Preston,TelAviv
Marc,Preston,Hamburg
Johanna,Starr,Haifa
Albert,Epstein,Munchen
Albert,McCartney,Haifa
John,Starr,TelAviv
Albert,Lennon,Kiel
Steven,McCartney,NewYork
Johanna,Preston,Munchen
Johanna,McCartney,NewYork
Albert,Ono,Hamburg
Steven,Starr,Hamburg
Steven,Ono,Haifa
Michael,Harrison,PaloAlto
Scott,Starr,London
Albert,Sutcliffe,NewYork
Dana,Preston,London
Steven,McCartney,Haifa
John,Starr,Haifa
Scott,Starr,NewYork
John,Harrison,Hamburg
Scott,Preston,Hamburg
Michael,Starr,PaloAlto
