firstname,secondname,city
Steven,Preston,London
John,Epstein,London
Johanna,McCartney,Munchen
Marc,Sutcliffe,NewYork
Scott,Harrison,Haifa
Johanna,Lennon,Kiel
Steven,Ono,Munchen
Albert,Lennon,PaloAlto
Johanna,Lennon,London
John,Ono,TelAviv
Scott,Epstein,PaloAlto
Johanna,McCartney,Haifa
Johanna,Starr,PaloAlto
Scott,Epstein,PaloAlto
Michael,McCartney,Hamburg
Johanna,Sutcliffe,NewYork
Marc,Sutcliffe,London
Dana,Starr,Kiel
Scott,Ono,Kiel
Johanna,Harrison,Hamburg
Scott,McCartney,Haifa
Albert,McCartney,Hamburg
Michael,Lennon,Hamburg
John,Epstein,Hamburg
John,Sutcliffe,PaloAlto
Marc,Starr,NewYork
Steven,Epstein,TelAviv
Albert,Ono,London
Albert,Lennon,Hamburg
Johanna,Ono,PaloAlto
Marc,Lennon,Haifa
John,Ono,Haifa
Dana,Lennon,PaloAlto
John,Sutcliffe,Hamburg
Michael,Harrison,Munchen
Dana,Preston,NewYork
Dana,Sutcliffe,Kiel
Michael,Epstein,Munchen
Marc,Lennon,Kiel
Marc,Epstein,Haifa
Albert,Sutcliffe,London
John,Lennon,Hamburg
Michael,Epstein,NewYork
Dana,Preston,NewYork
John,Starr,NewYork
Albert,Ono,PaloAlto
Johanna,Preston,Haifa
Steven,Sutcliffe,NewYork
Scott,Starr,Kiel
Dana,Starr,London
Johanna,Starr,NewYork
Steven,Starr,NewYork
John,Starr,TelAviv
Steven,Preston,Haifa
John,Preston,Kiel
Scott,Harrison,Hamburg
Albert,Epstein,Kiel
Marc,Preston,Haifa
Scott,Epstein,Kiel
Scott,Epstein,NewYork
John,Harrison,PaloAlto
John,Lennon,NewYork
Albert,Epstein,NewYork
Steven,Lennon,TelAviv
Scott,Sutcliffe,Munchen
Steven,Lennon,Kiel
Dana,Preston,Munchen
Scott,Starr,TelAviv
Dana,Epstein,PaloAlto
Johanna,Epstein,London
Scott,Lennon,Hamburg
Albert,Preston,Haifa
Michael,Harrison,Haifa
Albert,Harrison,Kiel
Steven,Harrison,Haifa
Dana,Lennon,Munchen
Albert,Lennon,Haifa
Marc,Starr,London
Dana,McCartney,Haifa
Steven,McCartney,TelAviv
