firstname,secondname,city
Johanna,McCartney,NewYork
Albert,Epstein,Haifa
Michael,Ono,PaloAlto
Scott,Lennon,NewYork
John,Starr,NewYork
Albert,Harrison,TelAviv
Marc,Sutcliffe,Hamburg
Albert,Lennon,Munchen
Scott,Ono,Haifa
Albert,Starr,PaloAlto
Marc,Harrison,Kiel
Albert,Harrison,Munchen
Dana,Sutcliffe,Hamburg
John,Epstein,Munchen
Michael,Sutcliffe,Munchen
Steven,Sutcliffe,Haifa
Michael,Sutcliffe,PaloAlto
Dana,Sutcliffe,Hamburg
Albert,Lennon,Munchen
Scott,Starr,TelAviv
John,Harrison,Haifa
Steven,Lennon,NewYork
Marc,Epstein,TelAviv
John,Starr,Hamburg
Steven,Ono,Haifa
Marc,Ono,TelAviv
Johanna,Preston,TelAviv
Steven,Harrison,Haifa
Steven,McCartney,TelAviv
Albert,McCartney,TelAviv
John,Lennon,Kiel
Michael,Lennon,London
Marc,Epstein,Munchen
Albert,Preston,Hamburg
Johanna,Harrison,TelAviv
John,Lennon,TelAviv
Dana,McCartney,Kiel
Scott,Ono,Haifa
Albert,Preston,Munchen
Albert,Lennon,PaloAlto
Johanna,Sutcliffe,London
Scott,Harrison,NewYork
Steven,Epstein,Kiel
John,Starr,TelAviv
Steven,Sutcliffe,NewYork
Steven,Sutcliffe,PaloAlto
John,Ono,London
Johanna,Sutcliffe,Hamburg
Marc,McCartney,Munchen
Michael,Preston,NewYork
Johanna,Lennon,Munchen
Marc,Sutcliffe,NewYork
Johanna,Lennon,Munchen
Albert,Preston,TelAviv
John,Ono,Haifa
Marc,McCartney,Kiel
Marc,Sutcliffe,Munchen
Johanna,McCartney,London
Johanna,Lennon,NewYork
Albert,Harrison,NewYork
Steven,Preston,Haifa
Steven,Epstein,Munchen
Albert,Preston,Haifa
Scott,Starr,Hamburg
Steven,Starr,Munchen
Johanna,Lennon,Hamburg
Scott,Lennon,Munchen
Steven,Starr,TelAviv
Johanna,Preston,London
Albert,Starr,Hamburg
John,McCartney,NewYork
Steven,Sutcliffe,London
Dana,Epstein,London
Michael,McCartney,Kiel
Johanna,Lennon,London
