firstname,secondname,city
Albert,Harrison,Haifa
Albert,Preston,NewYork
Johanna,Preston,Haifa
Albert,Sutcliffe,London
Dana,Harrison,Munchen
Marc,McCartney,PaloAlto
John,McCartney,Munchen
Steven,Preston,TelAviv
Steven,McCartney,Kiel
Albert,Ono,PaloAlto
Michael,Sutcliffe,Haifa
Albert,Ono,PaloAlto
Michael,Ono,Kiel
Michael,Ono,Kiel
John,Sutcliffe,Hamburg
Dana,Harrison,Kiel
Michael,Preston,Munchen
Johanna,Sutcliffe,NewYork
Albert,Epstein,Hamburg
John,Preston,PaloAlto
Albert,Starr,Kiel
John,Sutcliffe,NewYork
Scott,Harrison,Munchen
Marc,Epstein,Haifa
Scott,Ono,Haifa
Johanna,Ono,Kiel
Dana,Harrison,Haifa
John,Epstein,Hamburg
Scott,Sutcliffe,Hamburg
John,Preston,NewYork
Johanna,Preston,NewYork
Albert,Epstein,London
Scott,Starr,Munchen
Michael,Lennon,NewYork
Dana,McCartney,PaloAlto
Steven,Lennon,Haifa
Marc,Lennon,PaloAlto
Johanna,Preston,Munchen
Michael,Ono,Kiel
Michael,Epstein,Kiel
Dana,McCartney,Munchen
Scott,Starr,NewYork
Steven,Starr,Hamburg
Albert,McCartney,London
Marc,Epstein,London
Michael,Harrison,Hamburg
Scott,Sutcliffe,London
Steven,Ono,Haifa
Albert,Preston,TelAviv
Scott,Sutcliffe,Hamburg
Albert,Harrison,PaloAlto
Albert,McCartney,Kiel
Steven,Epstein,TelAviv
Johanna,Sutcliffe,Munchen
Michael,Starr,PaloAlto
Michael,Preston,Hamburg
Dana,Sutcliffe,NewYork
Albert,McCartney,Haifa
Scott,Sutcliffe,NewYork
Marc,Ono,Munchen
Scott,Starr,Haifa
John,Starr,NewYork
John,Starr,NewYork
John,Sutcliffe,Hamburg
Albert,Harrison,Munchen
Dana,Ono,Haifa
Albert,Preston,Kiel
Albert,Ono,Hamburg
Johanna,Starr,Munchen
John,Preston,London
Johanna,Starr,Kiel
Marc,Epstein,PaloAlto
Johanna,Epstein,Kiel
Johanna,Preston,TelAviv
Albert,Epstein,Hamburg
