firstname,secondname,city
Dana,Starr,PaloAlto
Albert,Lennon,PaloAlto
Scott,Epstein,Hamburg
John,Sutcliffe,Hamburg
Steven,Sutcliffe,PaloAlto
Johanna,Lennon,Haifa
Scott,Lennon,Hamburg
Steven,Epstein,London
Albert,Epstein,London
Michael,Epstein,PaloAlto
Michael,Lennon,PaloAlto
Marc,Sutcliffe,NewYork
Albert,Preston,Munchen
John,Lennon,Munchen
Scott,Lennon,TelAviv
Scott,Sutcliffe,London
Albert,Lennon,Haifa
Dana,Sutcliffe,Hamburg
Albert,McCartney,PaloAlto
Michael,Sutcliffe,Munchen
Albert,Epstein,London
Scott,Preston,TelAviv
Albert,McCartney,Haifa
Albert,Lennon,NewYork
Michael,Ono,Hamburg
Steven,Ono,Munchen
Dana,Preston,NewYork
Albert,Lennon,London
Michael,Lennon,Haifa
Scott,Sutcliffe,TelAviv
Michael,Preston,Hamburg
Steven,Sutcliffe,Kiel
Dana,Starr,Haifa
Marc,Epstein,NewYork
Steven,McCartney,London
Steven,Lennon,Kiel
Steven,Harrison,Munchen
Scott,Epstein,Haifa
Albert,Preston,PaloAlto
Scott,Starr,Hamburg
Scott,Harrison,Haifa
John,Preston,TelAviv
Michael,Preston,Haifa
Scott,Sutcliffe,Munchen
Albert,McCartney,Hamburg
Dana,Epstein,TelAviv
Albert,McCartney,PaloAlto
Scott,Ono,PaloAlto
Scott,Sutcliffe,NewYork
Albert,Sutcliffe,PaloAlto
Johanna,Sutcliffe,Hamburg
Michael,Epstein,Munchen
Dana,Ono,TelAviv
Albert,Sutcliffe,Hamburg
Marc,Ono,PaloAlto
Johanna,Lennon,NewYork
Steven,Epstein,Kiel
John,Preston,NewYork
Albert,Ono,TelAviv
John,Lennon,London
Michael,Preston,NewYork
Johanna,Epstein,Kiel
Johanna,Lennon,London
Albert,McCartney,Kiel
Johanna,Harrison,Munchen
Marc,Sutcliffe,Kiel
Steven,Lennon,Hamburg
Steven,Lennon,PaloAlto
John,Sutcliffe,NewYork
Dana,Starr,Hamburg
John,Epstein,Hamburg
Michael,Sutcliffe,Kiel
John,Ono,NewYork
Dana,Preston,TelAviv
Albert,Harrison,TelAviv
