firstname,secondname,city
Albert,Sutcliffe,PaloAlto
Albert,Harrison,Kiel
Michael,Starr,Haifa
Marc,Epstein,Munchen
Johanna,Epstein,Hamburg
Marc,Harrison,TelAviv
Marc,Epstein,Hamburg
Marc,Harrison,Haifa
Steven,McCartney,London
Steven,Lennon,Haifa
Dana,Harrison,TelAviv
John,McCartney,TelAviv
John,Ono,Haifa
Marc,Starr,NewYork
Scott,McCartney,NewYork
Marc,Preston,NewYork
Scott,Lennon,Munchen
Dana,Lennon,NewYork
Marc,Preston,Hamburg
Steven,Ono,Hamburg
Michael,Sutcliffe,Kiel
Albert,Epstein,TelAviv
Steven,McCartney,NewYork
John,Lennon,NewYork
Marc,Sutcliffe,London
Steven,Lennon,London
Steven,Ono,NewYork
Johanna,Harrison,Kiel
Scott,McCartney,Haifa
Scott,McCartney,PaloAlto
Scott,Starr,NewYork
Michael,Epstein,Munchen
Steven,Ono,Hamburg
Michael,Epstein,PaloAlto
Steven,Starr,Hamburg
Scott,McCartney,Kiel
Albert,Starr,London
Johanna,McCartney,TelAviv
Albert,Ono,Hamburg
Marc,Sutcliffe,Munchen
Albert,Starr,Kiel
Michael,Preston,Haifa
Dana,McCartney,Kiel
Michael,Ono,Munchen
Marc,Harrison,Hamburg
John,Lennon,Munchen
Steven,Preston,Hamburg
Michael,Preston,Kiel
Albert,Lennon,TelAviv
Marc,Sutcliffe,Hamburg
Dana,Ono,London
John,McCartney,TelAviv
Marc,Harrison,Munchen
John,Preston,TelAviv
Steven,Preston,TelAviv
Johanna,Sutcliffe,Hamburg
Albert,Lennon,NewYork
Johanna,Preston,NewYork
Scott,Epstein,PaloAlto
Dana,Ono,Kiel
Scott,Sutcliffe,Kiel
Michael,Preston,Munchen
Steven,Harrison,Munchen
John,Sutcliffe,Munchen
Steven,Epstein,London
Johanna,Sutcliffe,TelAviv
Steven,McCartney,London
Steven,Preston,Hamburg
Johanna,Lennon,NewYork
John,Preston,Hamburg
Michael,Ono,Munchen
Marc,Harrison,Haifa
Scott,Epstein,NewYork
Steven,Preston,PaloAlto
Steven,Starr,Hamburg
