firstname,secondname,city
Michael,Starr,TelAviv
Michael,Harrison,Munchen
Marc,McCartney,TelAviv
Scott,Preston,Munchen
Michael,McCartney,Munchen
Johanna,Epstein,Munchen
Steven,Ono,NewYork
Steven,Epstein,Kiel
Michael,Harrison,NewYork
Albert,Ono,Kiel
John,Starr,London
Michael,Sutcliffe,Hamburg
Albert,Starr,London
Dana,Preston,Hamburg
John,Ono,Hamburg
Albert,Preston,NewYork
Albert,Starr,London
Marc,Preston,TelAviv
Marc,Ono,Hamburg
Johanna,Harrison,NewYork
John,Lennon,Kiel
Johanna,Harrison,Hamburg
John,Sutcliffe,PaloAlto
John,Lennon,NewYork
Scott,McCartney,NewYork
Albert,Preston,Munchen
Steven,Starr,NewYork
Steven,Ono,Munchen
Dana,Epstein,Munchen
Albert,Harrison,Munchen
Steven,Harrison,NewYork
Dana,Starr,London
Scott,Harrison,Munchen
Johanna,Starr,Munchen
Marc,Starr,PaloAlto
Steven,Preston,PaloAlto
Albert,Epstein,TelAviv
John,Preston,Kiel
Michael,Ono,Munchen
John,Ono,Kiel
Scott,Epstein,Munchen
Johanna,McCartney,Haifa
Steven,Starr,Munchen
Dana,Ono,Kiel
Steven,McCartney,Kiel
Marc,Epstein,Haifa
Scott,Lennon,PaloAlto
Dana,Starr,NewYork
Johanna,Harrison,PaloAlto
Marc,Lennon,NewYork
Albert,Epstein,Munchen
Scott,Sutcliffe,Kiel
Scott,Preston,PaloAlto
Scott,Preston,Kiel
Dana,Preston,NewYork
Albert,Lennon,TelAviv
Michael,Ono,TelAviv
Steven,McCartney,London
Dana,McCartney,Munchen
Albert,Harrison,TelAviv
Marc,McCartney,NewYork
Michael,Harrison,London
Johanna,McCartney,Hamburg
Marc,Ono,Haifa
John,Starr,Kiel
Steven,Lennon,NewYork
Marc,Harrison,London
Albert,Preston,Munchen
Scott,Lennon,PaloAlto
Dana,Epstein,Haifa
Marc,Preston,Hamburg
John,Sutcliffe,Haifa
Scott,Ono,Haifa
Michael,Ono,Haifa
Steven,Preston,PaloAlto
Michael,Sutcliffe,Hamburg
Johanna,Starr,Kiel
Michael,Sutcliffe,NewYork
Steven,Lennon,Munchen
Dana,Sutcliffe,PaloAlto
