firstname,secondname,city
Michael,Sutcliffe,London
Johanna,Ono,PaloAlto
Steven,Harrison,Hamburg
Johanna,Epstein,Kiel
Marc,Starr,Kiel
John,Lennon,Kiel
Johanna,Lennon,Hamburg
Michael,Starr,Kiel
Dana,McCartney,TelAviv
Dana,Lennon,PaloAlto
Marc,Ono,Munchen
Scott,Harrison,Munchen
Steven,McCartney,TelAviv
Johanna,Lennon,NewYork
Johanna,McCartney,Munchen
Steven,McCartney,Munchen
Scott,Starr,London
John,McCartney,Hamburg
Steven,Starr,NewYork
Steven,Ono,PaloAlto
Marc,McCartney,Kiel
Dana,Starr,NewYork
Albert,McCartney,Munchen
Johanna,Starr,London
Dana,Ono,Munchen
Marc,Ono,TelAviv
Dana,Sutcliffe,PaloAlto
Dana,Starr,NewYork
Albert,McCartney,Kiel
John,McCartney,PaloAlto
Albert,Harrison,PaloAlto
Steven,McCartney,Munchen
Scott,Preston,Haifa
Dana,Sutcliffe,Haifa
Steven,McCartney,NewYork
John,Preston,TelAviv
Scott,Epstein,London
John,Harrison,Haifa
Marc,Lennon,Haifa
Scott,Epstein,Haifa
Dana,Ono,Haifa
Albert,McCartney,Haifa
Michael,Epstein,NewYork
Marc,Harrison,PaloAlto
Johanna,Lennon,NewYork
Johanna,Ono,Hamburg
Steven,Sutcliffe,Munchen
John,Starr,Kiel
Marc,Epstein,PaloAlto
Scott,Ono,NewYork
John,Preston,Munchen
Marc,Preston,Kiel
Johanna,McCartney,Hamburg
Dana,Starr,Haifa
Michael,Lennon,Kiel
Scott,McCartney,TelAviv
John,Lennon,Hamburg
Dana,Starr,London
Michael,Epstein,Haifa
Steven,Starr,PaloAlto
Scott,Harrison,Hamburg
John,Starr,NewYork
Albert,Epstein,TelAviv
Michael,Sutcliffe,London
John,Sutcliffe,London
John,Ono,Haifa
Scott,Sutcliffe,Munchen
Marc,Preston,Hamburg
John,Sutcliffe,TelAviv
Albert,Sutcliffe,Kiel
Scott,McCartney,London
Albert,Lennon,London
Michael,Lennon,London
Michael,Sutcliffe,PaloAlto
John,Epstein,TelAviv
Scott,Preston,Haifa
Johanna,Starr,NewYork
Steven,Preston,PaloAlto
Michael,Lennon,Munchen
Johanna,Ono,Munchen
