firstname,secondname,city
Johanna,Lennon,London
Albert,Lennon,Kiel
Michael,Preston,London
Johanna,Epstein,London
Dana,Lennon,NewYork
John,McCartney,Kiel
Johanna,Sutcliffe,Kiel
Albert,Harrison,Haifa
Michael,Epstein,London
Marc,Ono,TelAviv
Scott,McCartney,Kiel
Michael,Harrison,PaloAlto
Michael,Sutcliffe,Kiel
Albert,Sutcliffe,TelAviv
Michael,Ono,Munchen
Scott,Ono,Haifa
Albert,Ono,Munchen
Dana,Lennon,Munchen
Scott,Lennon,TelAviv
Johanna,McCartney,Haifa
Steven,Preston,Munchen
Steven,Starr,Kiel
Michael,McCartney,Haifa
Steven,Harrison,Hamburg
Marc,Ono,Munchen
Scott,Sutcliffe,Munchen
Steven,Harrison,Hamburg
Steven,Sutcliffe,Munchen
Johanna,Lennon,London
Dana,Epstein,Munchen
Steven,McCartney,London
John,Sutcliffe,PaloAlto
Johanna,Preston,TelAviv
Dana,Preston,Munchen
Steven,Ono,NewYork
Steven,Ono,London
Marc,Epstein,NewYork
Steven,Ono,Kiel
Michael,Preston,NewYork
John,Sutcliffe,Haifa
Dana,Preston,PaloAlto
Albert,Epstein,PaloAlto
John,Harrison,Haifa
Marc,Lennon,Munchen
Dana,Lennon,Munchen
John,Harrison,PaloAlto
Marc,Epstein,NewYork
Dana,Sutcliffe,Haifa
Dana,McCartney,PaloAlto
Scott,Preston,NewYork
Marc,Harrison,Munchen
Marc,Lennon,Haifa
Albert,Ono,London
Scott,Sutcliffe,London
John,Epstein,NewYork
Michael,Sutcliffe,TelAviv
Scott,Preston,London
Scott,McCartney,Haifa
Marc,Sutcliffe,Munchen
Marc,Harrison,Hamburg
Michael,Lennon,Munchen
Marc,Sutcliffe,Haifa
Steven,McCartney,Munchen
John,Sutcliffe,Kiel
Scott,Starr,NewYork
Michael,Preston,Hamburg
Albert,Epstein,Haifa
Scott,Sutcliffe,Munchen
Steven,Starr,Haifa
Dana,Epstein,TelAviv
Johanna,Starr,PaloAlto
Dana,McCartney,Haifa
Marc,Starr,Kiel
Steven,McCartney,Hamburg
Scott,Epstein,Hamburg
