firstname,secondname,city
Dana,McCartney,London
Scott,Harrison,PaloAlto
Albert,Ono,NewYork
John,Epstein,Hamburg
Johanna,Harrison,Hamburg
Johanna,Preston,Hamburg
Michael,Ono,Munchen
John,Lennon,TelAviv
Albert,Ono,TelAviv
Dana,Epstein,PaloAlto
Scott,Starr,PaloAlto
Johanna,McCartney,Hamburg
Steven,Preston,NewYork
Johanna,Ono,PaloAlto
Albert,Harrison,Hamburg
Dana,Epstein,TelAviv
Albert,Sutcliffe,Kiel
Johanna,Lennon,Haifa
Steven,Lennon,Hamburg
John,Harrison,NewYork
Marc,McCartney,London
Michael,Sutcliffe,Haifa
Michael,Epstein,Munchen
Johanna,Sutcliffe,PaloAlto
Michael,Harrison,PaloAlto
Johanna,Lennon,London
Michael,Preston,Kiel
Albert,McCartney,Haifa
Michael,Harrison,TelAviv
Scott,Preston,Haifa
Dana,Starr,Munchen
Albert,Starr,London
John,McCartney,PaloAlto
Marc,Preston,Munchen
Johanna,Ono,London
Johanna,Harrison,Haifa
Steven,McCartney,PaloAlto
Michael,Starr,Munchen
Michael,Ono,Hamburg
Johanna,Preston,Munchen
Albert,McCartney,PaloAlto
Albert,Starr,NewYork
Johanna,Lennon,TelAviv
Marc,Epstein,Munchen
Marc,Ono,Hamburg
Marc,Starr,Hamburg
Dana,Starr,London
Scott,Sutcliffe,Kiel
Michael,Preston,PaloAlto
Albert,Starr,Haifa
Albert,Sutcliffe,Haifa
Steven,Harrison,Kiel
Michael,Harrison,London
Michael,Sutcliffe,London
Johanna,Epstein,Munchen
Steven,Starr,London
Albert,Epstein,PaloAlto
Dana,McCartney,PaloAlto
Scott,Preston,Hamburg
Michael,McCartney,Hamburg
Marc,Starr,Hamburg
Albert,Starr,PaloAlto
Albert,Epstein,Kiel
Michael,Epstein,Haifa
Marc,Starr,PaloAlto
Dana,Ono,Kiel
Michael,Ono,Haifa
Albert,Starr,NewYork
Steven,Sutcliffe,PaloAlto
Steven,McCartney,Hamburg
John,Harrison,PaloAlto
Albert,Starr,Hamburg
Michael,Harrison,Hamburg
Michael,Sutcliffe,TelAviv
Johanna,McCartney,Munchen
