firstname,secondname,city
Albert,Sutcliffe,Hamburg
Steven,Starr,PaloAlto
Johanna,Lennon,Haifa
John,Preston,Haifa
Dana,Preston,Munchen
Johanna,Lennon,TelAviv
John,Lennon,London
Albert,Preston,NewYork
Michael,McCartney,NewYork
Johanna,Preston,TelAviv
John,McCartney,PaloAlto
Marc,Harrison,Hamburg
Michael,Harrison,Kiel
Marc,Epstein,TelAviv
Steven,Harrison,TelAviv
John,Harrison,PaloAlto
Scott,Sutcliffe,NewYork
Michael,Epstein,TelAviv
Marc,McCartney,London
Steven,Preston,TelAviv
Marc,Epstein,PaloAlto
Dana,Preston,Munchen
Steven,Lennon,PaloAlto
Albert,Ono,London
Michael,Sutcliffe,PaloAlto
Dana,Preston,London
Albert,Preston,London
Dana,Starr,London
Marc,Preston,PaloAlto
Marc,McCartney,London
Michael,Harrison,Kiel
Johanna,McCartney,Haifa
Scott,Sutcliffe,Munchen
John,Preston,PaloAlto
John,McCartney,Kiel
Steven,Preston,NewYork
Johanna,Sutcliffe,PaloAlto
John,Ono,Haifa
Scott,Epstein,TelAviv
Steven,Epstein,NewYork
Johanna,Epstein,London
Marc,Lennon,Haifa
John,Starr,Munchen
Michael,McCartney,PaloAlto
Scott,Starr,Hamburg
Steven,Ono,NewYork
Steven,Lennon,PaloAlto
John,McCartney,PaloAlto
Dana,Lennon,Kiel
Scott,McCartney,Kiel
Marc,Harrison,TelAviv
John,Epstein,Munchen
Marc,Sutcliffe,PaloAlto
Dana,Starr,TelAviv
Scott,Sutcliffe,Kiel
Marc,Preston,Hamburg
Marc,Ono,NewYork
Johanna,Harrison,Kiel
Marc,Harrison,London
Michael,Ono,PaloAlto
Michael,Sutcliffe,PaloAlto
Scott,Ono,NewYork
Marc,McCartney,PaloAlto
Johanna,Preston,Hamburg
John,Sutcliffe,Kiel
Albert,Epstein,Hamburg
Johanna,McCartney,Munchen
Michael,Preston,Haifa
John,Starr,Hamburg
Dana,Preston,Kiel
Scott,Lennon,Haifa
Michael,Starr,TelAviv
Dana,Lennon,Haifa
Scott,Harrison,PaloAlto
Michael,Epstein,TelAviv
