firstname,secondname,city
Albert,Epstein,TelAviv
John,McCartney,Haifa
Marc,Starr,Hamburg
Johanna,Sutcliffe,Kiel
Johanna,Starr,London
Steven,Starr,NewYork
Albert,Ono,Hamburg
Michael,Preston,TelAviv
John,Lennon,Haifa
Albert,Epstein,Munchen
Dana,Starr,London
Michael,Preston,PaloAlto
Scott,Harrison,NewYork
John,Sutcliffe,London
Johanna,Lennon,TelAviv
Marc,Ono,PaloAlto
John,Lennon,PaloAlto
Steven,Ono,NewYork
Dana,Lennon,PaloAlto
John,Lennon,TelAviv
Marc,Harrison,Munchen
Scott,Lennon,Hamburg
John,Ono,Munchen
Johanna,Lennon,Haifa
Albert,Epstein,Haifa
Johanna,Epstein,NewYork
Michael,Preston,Kiel
Albert,Starr,Hamburg
Michael,Ono,Munchen
Dana,Sutcliffe,TelAviv
Albert,Harrison,TelAviv
Steven,Preston,London
John,Starr,Hamburg
Marc,Starr,Kiel
Marc,Lennon,Haifa
Albert,Epstein,Haifa
Steven,Harrison,Hamburg
Steven,Harrison,Munchen
John,Sutcliffe,Kiel
Johanna,Epstein,Munchen
John,Ono,TelAviv
Michael,Harrison,PaloAlto
Johanna,Epstein,Munchen
Marc,McCartney,Hamburg
Michael,Harrison,NewYork
Albert,Ono,Hamburg
Johanna,Epstein,London
Michael,Starr,NewYork
John,Lennon,Kiel
Scott,Lennon,NewYork
Albert,McCartney,NewYork
Johanna,Harrison,NewYork
Albert,Epstein,Kiel
Marc,Epstein,Hamburg
Dana,Starr,PaloAlto
Johanna,Preston,Munchen
Michael,Ono,Munchen
Michael,Starr,TelAviv
Marc,Starr,Kiel
Marc,Preston,Haifa
John,Starr,NewYork
Steven,Preston,TelAviv
Steven,Starr,PaloAlto
Scott,Ono,NewYork
Marc,Lennon,London
