firstname,secondname,city
Johanna,Starr,Munchen
Scott,Epstein,Haifa
Scott,Sutcliffe,Hamburg
Steven,McCartney,TelAviv
Johanna,Starr,Kiel
Steven,Starr,PaloAlto
John,Preston,PaloAlto
Steven,Ono,Munchen
Steven,Lennon,TelAviv
Steven,Lennon,Haifa
Dana,Lennon,TelAviv
Albert,Epstein,Hamburg
Steven,Ono,NewYork
Steven,McCartney,London
Johanna,Preston,Munchen
Marc,Lennon,Hamburg
Dana,Sutcliffe,PaloAlto
Michael,Preston,Haifa
Johanna,Ono,NewYork
Johanna,Lennon,TelAviv
Johanna,Starr,Munchen
Dana,Sutcliffe,Munchen
Scott,Lennon,Munchen
Johanna,McCartney,PaloAlto
Albert,Epstein,Kiel
Steven,Ono,Kiel
Michael,Starr,TelAviv
Scott,Harrison,PaloAlto
Scott,Lennon,Munchen
Steven,Sutcliffe,NewYork
Marc,Lennon,Kiel
Johanna,Ono,NewYork
Steven,Sutcliffe,Haifa
Albert,Lennon,Kiel
Johanna,Harrison,TelAviv
Marc,Ono,PaloAlto
Albert,Epstein,TelAviv
Albert,Ono,NewYork
Johanna,Harrison,PaloAlto
John,Harrison,Munchen
Steven,Preston,PaloAlto
Steven,McCartney,Kiel
John,Ono,Kiel
Marc,Epstein,London
John,Starr,Munchen
Steven,Sutcliffe,Kiel
Michael,Harrison,Munchen
John,Harrison,Hamburg
Dana,Epstein,Munchen
Albert,Sutcliffe,TelAviv
Albert,Harrison,London
Scott,Preston,NewYork
John,Lennon,Haifa
John,Preston,Kiel
Dana,Epstein,Hamburg
Michael,McCartney,TelAviv
John,Starr,NewYork
Dana,Epstein,Kiel
Johanna,Epstein,PaloAlto
Johanna,McCartney,London
Dana,Lennon,Munchen
Steven,Sutcliffe,Hamburg
Scott,Epstein,PaloAlto
John,McCartney,Kiel
Marc,Ono,Munchen
Scott,Preston,PaloAlto
Steven,Starr,TelAviv
Johanna,Lennon,PaloAlto
Marc,Sutcliffe,Kiel
Michael,Epstein,TelAviv
Michael,McCartney,PaloAlto
Scott,Preston,Haifa
John,Starr,Haifa
John,Lennon,Kiel
John,Preston,Kiel
