firstname,secondname,city
Albert,Epstein,Kiel
Dana,Preston,Hamburg
Albert,McCartney,London
Dana,Harrison,Munchen
Albert,Sutcliffe,Haifa
Albert,Starr,Hamburg
Scott,Sutcliffe,Munchen
Michael,Starr,Munchen
Scott,Starr,Munchen
Scott,Preston,PaloAlto
Dana,Preston,Kiel
Albert,McCartney,Haifa
Dana,Sutcliffe,Haifa
Scott,Ono,PaloAlto
Steven,McCartney,Munchen
Steven,Ono,PaloAlto
Johanna,Starr,Hamburg
John,Ono,PaloAlto
Albert,Lennon,Haifa
Michael,Starr,Munchen
Marc,Ono,Hamburg
Marc,McCartney,TelAviv
John,Preston,London
Steven,Sutcliffe,Munchen
Johanna,Lennon,NewYork
Michael,Epstein,Kiel
Scott,Ono,Haifa
Michael,Ono,Kiel
Albert,Harrison,Munchen
Scott,Epstein,Hamburg
Albert,Starr,Hamburg
Dana,Starr,Hamburg
Scott,McCartney,PaloAlto
Dana,Harrison,Haifa
Marc,Starr,Kiel
Scott,Lennon,Hamburg
Scott,Ono,Hamburg
Scott,Sutcliffe,Kiel
Dana,Harrison,London
Michael,Starr,NewYork
Steven,Starr,Hamburg
Dana,Harrison,PaloAlto
Steven,Lennon,London
Scott,Sutcliffe,Hamburg
Marc,Lennon,London
Albert,Preston,TelAviv
Marc,Sutcliffe,London
John,Harrison,Kiel
Michael,Preston,Munchen
Dana,Starr,Hamburg
Johanna,McCartney,Haifa
Steven,Harrison,Munchen
Michael,Preston,Haifa
Marc,McCartney,Hamburg
Johanna,Sutcliffe,Hamburg
Albert,Sutcliffe,NewYork
Johanna,Preston,Hamburg
Dana,Epstein,Munchen
Dana,Sutcliffe,PaloAlto
Michael,Sutcliffe,London
Albert,Lennon,TelAviv
Michael,Epstein,Hamburg
Michael,Epstein,London
Michael,Lennon,TelAviv
John,Preston,NewYork
Michael,McCartney,Haifa
Johanna,Epstein,TelAviv
Marc,Preston,Munchen
Scott,Harrison,Munchen
Steven,Preston,NewYork
Michael,Lennon,London
Marc,Sutcliffe,Haifa
Marc,McCartney,Kiel
Steven,Starr,London
Michael,Epstein,Haifa
