firstname,secondname,city
Steven,Lennon,Hamburg
Steven,McCartney,Haifa
Michael,Lennon,TelAviv
Michael,Epstein,Kiel
Johanna,Starr,Kiel
Steven,Epstein,Munchen
Steven,Starr,TelAviv
Johanna,McCartney,Hamburg
John,Ono,Hamburg
Dana,Epstein,Haifa
Johanna,Starr,NewYork
Scott,Sutcliffe,Hamburg
Michael,Ono,London
Scott,Harrison,Hamburg
Michael,Sutcliffe,Munchen
Johanna,Preston,NewYork
Dana,Sutcliffe,Munchen
John,Sutcliffe,London
Johanna,Ono,Munchen
Scott,Epstein,Hamburg
Johanna,Ono,TelAviv
Dana,Epstein,Haifa
Marc,Lennon,London
Steven,Epstein,NewYork
Steven,Harrison,London
Johanna,Epstein,Hamburg
Steven,Sutcliffe,Kiel
Scott,Starr,PaloAlto
Michael,Lennon,PaloAlto
Albert,Harrison,TelAviv
John,Sutcliffe,Haifa
Marc,Epstein,NewYork
John,Epstein,Haifa
John,McCartney,TelAviv
John,Lennon,Munchen
Dana,Lennon,London
Scott,Starr,Haifa
Dana,Sutcliffe,TelAviv
Marc,Ono,Haifa
Steven,Starr,TelAviv
Johanna,Lennon,Hamburg
Michael,Preston,London
Marc,Sutcliffe,Kiel
Albert,Lennon,Hamburg
Steven,Preston,PaloAlto
Johanna,Harrison,Munchen
Albert,Starr,London
Michael,McCartney,Hamburg
John,Sutcliffe,Hamburg
Marc,McCartney,TelAviv
Steven,Preston,Munchen
Dana,Sutcliffe,Hamburg
Marc,Ono,NewYork
Steven,Lennon,Haifa
Marc,Harrison,NewYork
Michael,Harrison,Kiel
Albert,Epstein,TelAviv
Dana,Starr,Kiel
Steven,Preston,TelAviv
Scott,Starr,Haifa
John,Sutcliffe,Hamburg
Scott,Harrison,PaloAlto
Steven,Ono,Munchen
Michael,Lennon,NewYork
John,Sutcliffe,NewYork
Albert,Lennon,TelAviv
Steven,Epstein,Haifa
Dana,Preston,Munchen
Dana,Preston,Munchen
Albert,Starr,Haifa
Marc,Epstein,TelAviv
John,Sutcliffe,Munchen
Marc,Lennon,Hamburg
Scott,Harrison,Haifa
Steven,Lennon,Kiel
