firstname,secondname,city
Dana,Harrison,TelAviv
Johanna,McCartney,Haifa
Steven,McCartney,Hamburg
Albert,Preston,NewYork
Michael,Starr,Hamburg
Michael,Epstein,NewYork
Michael,Lennon,TelAviv
Marc,Epstein,Munchen
Marc,Ono,TelAviv
Albert,Ono,Kiel
John,Epstein,TelAviv
John,Preston,PaloAlto
Albert,Harrison,TelAviv
Scott,Lennon,Hamburg
Steven,Starr,Munchen
Albert,Epstein,Munchen
Steven,McCartney,London
Albert,Epstein,Haifa
Michael,Starr,TelAviv
John,McCartney,PaloAlto
John,Epstein,Hamburg
Steven,Harrison,TelAviv
Marc,Sutcliffe,Munchen
John,McCartney,NewYork
Dana,McCartney,Haifa
Johanna,Ono,Haifa
Scott,McCartney,PaloAlto
Steven,Starr,TelAviv
Marc,Harrison,PaloAlto
Scott,Harrison,London
Scott,Lennon,PaloAlto
Albert,Preston,London
Michael,McCartney,TelAviv
Steven,Starr,Haifa
Scott,Epstein,PaloAlto
Dana,Starr,London
Johanna,Lennon,NewYork
Steven,Harrison,Hamburg
John,Starr,Kiel
John,Sutcliffe,Munchen
Scott,Epstein,Hamburg
Michael,McCartney,Kiel
Albert,Epstein,PaloAlto
Dana,Epstein,London
Steven,Sutcliffe,Haifa
Michael,Sutcliffe,Haifa
Marc,Harrison,TelAviv
Scott,McCartney,NewYork
Albert,McCartney,Munchen
John,Sutcliffe,Hamburg
Dana,Preston,NewYork
Dana,Starr,PaloAlto
Scott,Epstein,Kiel
Michael,Epstein,Kiel
Albert,Ono,Munchen
John,Starr,London
John,Starr,Haifa
Dana,Harrison,London
Steven,McCartney,NewYork
Albert,Lennon,Kiel
Marc,Epstein,London
John,Ono,London
Scott,Preston,PaloAlto
Dana,Preston,Kiel
Scott,Preston,Kiel
Dana,Epstein,Hamburg
John,Lennon,TelAviv
Steven,Preston,Munchen
John,Epstein,TelAviv
Steven,Ono,NewYork
Scott,Lennon,Kiel
Steven,McCartney,Hamburg
John,Harrison,Hamburg
Michael,McCartney,NewYork
Johanna,Sutcliffe,London
