firstname,secondname,city
Michael,Preston,NewYork
Marc,Epstein,Kiel
Albert,Ono,Hamburg
Scott,McCartney,Kiel
Steven,Starr,Kiel
Steven,Lennon,Kiel
Dana,Sutcliffe,TelAviv
John,McCartney,Haifa
Steven,Epstein,Munchen
Michael,Sutcliffe,Haifa
Michael,Epstein,Haifa
John,Ono,Munchen
Michael,Ono,Munchen
Scott,Starr,London
John,Lennon,PaloAlto
John,Epstein,Haifa
Johanna,Sutcliffe,London
John,Starr,Haifa
Michael,McCartney,London
Steven,Starr,TelAviv
Johanna,Starr,Munchen
Steven,Epstein,Haifa
Scott,Harrison,Haifa
Dana,Ono,Munchen
Dana,Harrison,Munchen
Johanna,Epstein,Kiel
Dana,Starr,Hamburg
Steven,McCartney,Munchen
Dana,Sutcliffe,PaloAlto
Marc,Starr,Haifa
Dana,Lennon,PaloAlto
Marc,Sutcliffe,Munchen
Dana,Lennon,TelAviv
Marc,McCartney,Hamburg
Johanna,Ono,Haifa
Dana,Lennon,TelAviv
Scott,Epstein,London
Marc,Epstein,NewYork
Albert,Starr,NewYork
Dana,Starr,Hamburg
Albert,Harrison,NewYork
Johanna,Epstein,Haifa
Dana,Epstein,Kiel
Marc,Epstein,Munchen
Dana,Ono,NewYork
Marc,McCartney,TelAviv
John,Lennon,Kiel
Marc,McCartney,PaloAlto
Albert,Preston,PaloAlto
Dana,Harrison,London
Marc,Ono,Hamburg
Dana,Harrison,TelAviv
John,Harrison,Kiel
Steven,Epstein,Kiel
Scott,Ono,London
John,Ono,NewYork
Albert,Starr,Haifa
Michael,Sutcliffe,Hamburg
Marc,McCartney,Hamburg
Marc,Sutcliffe,PaloAlto
Johanna,Epstein,TelAviv
Michael,McCartney,Munchen
Albert,Harrison,Munchen
Johanna,Starr,PaloAlto
Marc,Epstein,Haifa
Steven,Ono,Haifa
Marc,Harrison,PaloAlto
Marc,Lennon,TelAviv
John,Ono,PaloAlto
Michael,Preston,Kiel
Scott,Epstein,PaloAlto
Marc,Lennon,PaloAlto
Steven,Ono,NewYork
Albert,Preston,Kiel
Dana,Epstein,Munchen
Michael,Sutcliffe,London
Albert,Epstein,London
Steven,Starr,Hamburg
Johanna,Lennon,TelAviv
Marc,Sutcliffe,Munchen
