firstname,secondname,city
John,Harrison,Hamburg
Michael,Harrison,Hamburg
Albert,McCartney,Kiel
Dana,Epstein,TelAviv
Michael,Harrison,Munchen
John,McCartney,Hamburg
Scott,Harrison,Kiel
John,Harrison,Kiel
Scott,Harrison,London
Albert,Sutcliffe,Munchen
Michael,Sutcliffe,Hamburg
Steven,Ono,Hamburg
Dana,Preston,London
John,Ono,London
Dana,Starr,Munchen
Michael,Lennon,Munchen
Albert,Preston,Munchen
Albert,Ono,PaloAlto
John,Sutcliffe,Munchen
Scott,McCartney,Munchen
Marc,Starr,Kiel
Albert,Epstein,PaloAlto
Johanna,Lennon,PaloAlto
John,Ono,London
Marc,Ono,London
Steven,Starr,TelAviv
Scott,Harrison,London
Scott,Ono,NewYork
Scott,Sutcliffe,PaloAlto
Marc,Ono,Hamburg
Dana,Starr,Hamburg
Scott,Epstein,London
Scott,Harrison,Hamburg
Scott,Epstein,Kiel
Albert,Preston,Hamburg
John,Epstein,Haifa
Marc,Sutcliffe,Haifa
Scott,Starr,London
Michael,Epstein,Hamburg
Albert,Epstein,London
John,McCartney,Kiel
Scott,McCartney,Hamburg
Johanna,Ono,Kiel
Dana,Ono,Kiel
Steven,Epstein,Haifa
Scott,McCartney,London
Scott,Epstein,Kiel
Johanna,Starr,NewYork
Steven,Sutcliffe,Hamburg
Albert,Sutcliffe,Kiel
Steven,Harrison,Munchen
Marc,Preston,Kiel
Michael,Starr,Munchen
Michael,McCartney,Kiel
Dana,Sutcliffe,TelAviv
Michael,Ono,PaloAlto
John,Sutcliffe,Munchen
Johanna,Ono,Kiel
Steven,Harrison,Haifa
Scott,Lennon,PaloAlto
Michael,McCartney,Munchen
Michael,Starr,Hamburg
Steven,Harrison,Hamburg
Michael,Starr,Hamburg
Albert,Sutcliffe,London
John,Ono,Kiel
Albert,Lennon,Munchen
Michael,Preston,Kiel
Albert,Preston,PaloAlto
Steven,Harrison,PaloAlto
Dana,Lennon,Haifa
Michael,Sutcliffe,Hamburg
John,McCartney,Munchen
Johanna,Sutcliffe,Hamburg
Dana,Epstein,Hamburg
Scott,Harrison,NewYork
Michael,Ono,Haifa
Michael,Starr,Munchen
Dana,McCartney,Haifa
John,Harrison,NewYork
